id,mode,query_type,query,expected_items,product_terms_extracted,action,target_aisles,dialogue_snippet,json_adherent,json_adherent_int,task_success,task_success_int,hallucinated,hallucinated_int,hallucinated_aisles,extraction_source,llm_extraction_empty,retrieval_no_results,used_inventory_context_fallback,semantic_top_k,semantic_min_score,raw_target_aisles,grounded_target_aisles,grounding_drop_count,hallucination_source,latency_s
4,semantic,direct,I need Black Beans (Can).,black_beans_can,black beans,move,[6],I found Black Beans (Can) in Aisle 6. Let me know if you need anything else!,True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[6],[6],0,,1.774
4,llm_only,direct,I need Black Beans (Can).,black_beans_can,,move,[6],"Sure, I can help you find Black Beans (Can). They are located in Aisle 6.",True,1,True,1,False,0,[],none,False,True,True,,,[6],[6],0,,0.887
5,presearch,direct,Can I get Frozen Pizza?,frozen_pizza,frozen pizza,move,[7],"Sure, we have Frozen Pizza in Aisle 7. There are 11 in stock at $6.80 each.",True,1,True,1,False,0,[],llm_extract,False,False,False,,,[7],[7],0,,1.402
5,semantic,direct,Can I get Frozen Pizza?,frozen_pizza,frozen pizza,move,[7],"Sure, we have Frozen Pizza in Aisle 7. Let me know if you need help with anything else!",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[7],[7],0,,1.773
5,llm_only,direct,Can I get Frozen Pizza?,frozen_pizza,,move,[7],"Sure, I can help you with that. The Frozen Pizza is located in Aisle 7.",True,1,True,1,False,0,[],none,False,True,True,,,[7],[7],0,,0.815
6,presearch,direct,Where is Chicken Breast (1lb)?,chicken_breast,chicken breast,move,[8],We carry Chicken Breast (1lb) in Aisle 8.,True,1,True,1,False,0,[],llm_extract,False,False,False,,,[8],[8],0,,1.319
6,semantic,direct,Where is Chicken Breast (1lb)?,chicken_breast,chicken breast,move,[8],The Chicken Breast (1lb) is in Aisle 8.,True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[8],[8],0,,1.783
6,llm_only,direct,Where is Chicken Breast (1lb)?,chicken_breast,,move,[8],The Chicken Breast (1lb) is in Aisle 8. You can find it near the other meat and seafood items.,True,1,True,1,False,0,[],none,False,True,True,,,[8],[8],0,,0.948
7,presearch,direct,Do you carry Dish Soap?,dish_soap,dish soap,move,[9],"Yes, we carry Dish Soap. It's in Aisle 9.",True,1,True,1,False,0,[],llm_extract,False,False,False,,,[9],[9],0,,1.465
7,semantic,direct,Do you carry Dish Soap?,dish_soap,dish soap,move,[9],"Yes, we carry Dish Soap in Aisle 9.",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[9],[9],0,,1.871
7,llm_only,direct,Do you carry Dish Soap?,dish_soap,,move,[9],"Yes, we carry Dish Soap. It's located in the household aisle, specifically Aisle 9.",True,1,True,1,False,0,[],none,False,True,True,,,[9],[9],0,,0.942
8,presearch,direct,I want Sparkling Water.,sparkling_water,sparkling water,move,[4],We carry Sparkling Water in Aisle 4.,True,1,True,1,False,0,[],llm_extract,False,False,False,,,[4],[4],0,,1.513
8,semantic,direct,I want Sparkling Water.,sparkling_water,sparkling water,move,[4],I found Sparkling Water for you in Aisle 4.,True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[4],[4],0,,1.815
8,llm_only,direct,I want Sparkling Water.,sparkling_water,,move,[4],"Sure, I can help you find Sparkling Water. It's in Aisle 4.",True,1,True,1,False,0,[],none,False,True,True,,,[4],[4],0,,0.919
9,presearch,direct,Could you find Toothpaste for me?,toothpaste,toothpaste,move,[10],"Sure, we have Toothpaste in Aisle 10.",True,1,True,1,False,0,[],llm_extract,False,False,False,,,[10],[10],0,,1.511
9,semantic,direct,Could you find Toothpaste for me?,toothpaste,toothpaste,move,[10],I found Toothpaste in Aisle 10.,True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[10],[10],0,,1.766
9,llm_only,direct,Could you find Toothpaste for me?,toothpaste,,move,[10],"Sure, I can help you find Toothpaste. It's located in the health and beauty aisle, aisle 10.",True,1,True,1,False,0,[],none,False,True,True,,,[10],[10],0,,0.922
10,presearch,direct,I'm looking for Trail Mix.,trail_mix,trail mix,move,[5],We carry Trail Mix in Aisle 5.,True,1,True,1,False,0,[],llm_extract,False,False,False,,,[5],[5],0,,1.388
10,semantic,direct,I'm looking for Trail Mix.,trail_mix,trail mix,move,[5],I found Trail Mix in Aisle 5.,True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[5],[5],0,,2.02
10,llm_only,direct,I'm looking for Trail Mix.,trail_mix,,move,[5],"Sure, I can help you find Trail Mix. It's located in the snacks aisle, aisle 5.",True,1,True,1,False,0,[],none,False,True,True,,,[5],[5],0,,0.857
11,presearch,recipe,I want to bake chocolate chip cookies. What ingredients should I pick up?,flour_all_purpose; sugar_granulated; butter_unsalted; eggs_large,flour; butter; sugar; brown sugar; eggs; vanilla extract; chocolate chips; baking soda; salt,move,"[1, 6]","We do not carry brown sugar, vanilla extract, chocolate chips, or baking soda. However, we have flour (Aisle 6), butter ",True,1,True,1,False,0,[],llm_extract,False,True,False,,,"[1, 6]","[1, 6]",0,,2.159
11,semantic,recipe,I want to bake chocolate chip cookies. What ingredients should I pick up?,flour_all_purpose; sugar_granulated; butter_unsalted; eggs_large,flour; sugar; butter; chocolate chips; eggs; vanilla extract,move,"[1, 6]","You'll need unsalted butter, large eggs, and all-purpose flour for baking chocolate chip cookies. These are in Aisle 1 a",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[1, 6]","[1, 6]",0,,4.424
11,llm_only,recipe,I want to bake chocolate chip cookies. What ingredients should I pick up?,flour_all_purpose; sugar_granulated; butter_unsalted; eggs_large,,move,"[5, 6]","For baking chocolate chip cookies, you'll need flour, sugar, butter, chocolate chips, eggs, and baking soda. I can help ",True,1,True,1,False,0,[],none,False,True,True,,,"[5, 6]","[5, 6]",0,,1.259
12,presearch,recipe,What do I need for spaghetti night?,pasta_spaghetti; tomato_sauce; olive_oil,flour; eggs; tomato; pasta; salt; pepper; olive oil,move,[6],"For spaghetti night, you'll need Spaghetti Pasta, Tomato Sauce, Iodized Salt, and Olive Oil. These are all in Aisle 6.",True,1,True,1,False,0,[],llm_extract,False,False,False,,,[6],[6],0,,2.502
12,semantic,recipe,What do I need for spaghetti night?,pasta_spaghetti; tomato_sauce; olive_oil,spaghetti; tomato sauce; meatballs; ground beef; mozzarella cheese; basil,move,"[6, 8]","For spaghetti night, you'll need Spaghetti Pasta and Tomato Sauce from Aisle 6, and Ground Beef or Italian Sausage from ",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[6, 8]","[6, 8]",0,,3.115
12,llm_only,recipe,What do I need for spaghetti night?,pasta_spaghetti; tomato_sauce; olive_oil,,move,"[6, 8]","For spaghetti night, you'll need pasta, sauce, and maybe some meat or vegetables. Pasta is in Aisle 6, spaghetti sauce i",True,1,True,1,False,0,[],none,False,True,True,,,"[6, 8]","[6, 8]",0,,1.241
13,presearch,recipe,Help me build ingredients for a chicken salad.,chicken_breast; lettuce; tomato; olive_oil,chicken; lettuce; tomato; cucumber; mayonnaise; mustard,move,"[3, 6, 8]","We carry Chicken Breast in Aisle 8 and Lettuce in Aisle 3. Tomato is also available in Aisle 3, and Tomato Sauce is in A",True,1,True,1,False,0,[],llm_extract,False,True,False,,,"[3, 6, 8]","[3, 6, 8]",0,,3.348
13,semantic,recipe,Help me build ingredients for a chicken salad.,chicken_breast; lettuce; tomato; olive_oil,chicken; lettuce; tomato; mayonnaise; mustard; celery; onion,move,"[3, 6, 8]","For your chicken salad, I found Chicken Breast (Aisle 8) and vegetables like Tomato (Aisle 3), Lettuce (Aisle 3), and Ye",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[3, 6, 8]","[3, 6, 8]",0,,3.307
13,llm_only,recipe,Help me build ingredients for a chicken salad.,chicken_breast; lettuce; tomato; olive_oil,,none,[],"I can help you gather the ingredients for a chicken salad. Let's start with the basics: chicken breast, lettuce, and may",True,1,False,0,False,0,[],none,False,True,True,,,[],[],0,,0.993
14,presearch,recipe,I need supplies for breakfast pancakes.,flour_all_purpose; milk_1l; eggs_large; butter_unsalted,flour; eggs; milk; butter; sugar,move,"[1, 6]","I have flour for the base, eggs and milk for the batter, and butter and sugar for flavor.",True,1,True,1,False,0,[],llm_extract,False,False,False,,,"[1, 6]","[1, 6]",0,,1.544
14,semantic,recipe,I need supplies for breakfast pancakes.,flour_all_purpose; milk_1l; eggs_large; butter_unsalted,flour; eggs; milk,move,"[1, 6]","For breakfast pancakes, I found milk (2L and 1L), large eggs, and all-purpose flour. These are available in Aisle 1 and ",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[1, 6]","[1, 6]",0,,15.982
14,llm_only,recipe,I need supplies for breakfast pancakes.,flour_all_purpose; milk_1l; eggs_large; butter_unsalted,,move,"[6, 1]","For breakfast pancakes, you'll need flour, eggs, milk, and some oil. I can help you find those in the pantry and dairy s",True,1,True,1,False,0,[],none,False,True,True,,,"[6, 1]","[6, 1]",0,,0.905
15,presearch,recipe,What should I buy for a veggie stir-fry?,broccoli; carrot; bell_pepper; onion_yellow,vegetables; soy sauce; sesame oil; garlic; ginger; rice; noodles,move,[6],"For your veggie stir-fry, we carry White Rice (2kg) in Aisle 6. Unfortunately, we don't have vegetables, soy sauce, sesa",True,1,True,1,False,0,[],llm_extract,False,True,False,,,[6],[6],0,,1.76
15,semantic,recipe,What should I buy for a veggie stir-fry?,broccoli; carrot; bell_pepper; onion_yellow,broccoli; carrot; bell pepper; onion; garlic; soy sauce; vegetable oil; rice; sesame oil,move,[3],"For a veggie stir-fry, you can find Broccoli, Carrot, Yellow Onion, Baby Spinach, and Russet Potato (5lb) in Aisle 3. Th",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[3],[3],0,,4.944
15,llm_only,recipe,What should I buy for a veggie stir-fry?,broccoli; carrot; bell_pepper; onion_yellow,,move,"[3, 6]","For a veggie stir-fry, you'll need fresh vegetables and possibly some pantry staples like soy sauce or oil. I can help y",True,1,True,1,False,0,[],none,False,True,True,,,"[3, 6]","[3, 6]",0,,1.416
16,presearch,recipe,I want to make smoothies this week.,banana; strawberry; blueberry; yogurt,fruit; yogurt; honey,move,[1],We have Plain Yogurt in Aisle 1 for making smoothies. We do not carry fruit or honey.,True,1,True,1,False,0,[],llm_extract,False,True,False,,,[1],[1],0,,1.586
16,semantic,recipe,I want to make smoothies this week.,banana; strawberry; blueberry; yogurt,banana; milk; ice; strawberry; blueberry; yogurt,move,"[1, 3]","We have all the ingredients you need for smoothies! You can find Banana, Blueberries, Strawberries, Plain Yogurt, and Mi",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[1, 3]","[1, 3]",0,,3.941
16,llm_only,recipe,I want to make smoothies this week.,banana; strawberry; blueberry; yogurt,,move,"[1, 3]","To make smoothies, you'll need fruits like bananas, strawberries, and blueberries, as well as milk or yogurt. I can help",True,1,True,1,False,0,[],none,False,True,True,,,"[1, 3]","[1, 3]",0,,1.317
17,presearch,recipe,What ingredients do I need for grilled salmon with lemon?,salmon_fillet; lemon; olive_oil,salmon; lemon; olive oil; garlic; salt; pepper,move,"[8, 3, 6]","For grilled salmon with lemon, you'll need salmon fillets, lemon, olive oil, salt, and pepper. We carry salmon fillets i",True,1,True,1,False,0,[],llm_extract,False,True,False,,,"[8, 3, 6]","[8, 3, 6]",0,,1.902
17,semantic,recipe,What ingredients do I need for grilled salmon with lemon?,salmon_fillet; lemon; olive_oil,salmon; lemon; olive oil; garlic; dill; salt; pepper,move,"[3, 6, 8]","You'll need Salmon Fillet (1lb) from Aisle 8, Lemon from Aisle 3, and Olive Oil (1L) from Aisle 6 for grilled salmon wit",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[3, 6, 8]","[3, 6, 8]",0,,4.581
17,llm_only,recipe,What ingredients do I need for grilled salmon with lemon?,salmon_fillet; lemon; olive_oil,,move,"[3, 6, 8]","For grilled salmon with lemon, you'll need salmon fillets, lemon, salt, pepper, olive oil, and any desired herbs or spic",True,1,True,1,False,0,[],none,False,True,True,,,"[3, 6, 8]","[3, 6, 8]",0,,1.49
18,presearch,recipe,Help me prepare taco night.,ground_beef; tortilla_wraps; tomato; lettuce,tortillas; ground beef; black beans; corn; chili powder; cumin; salt; pepper; onion; tomato; avocado,move,"[1, 3, 5, 6, 8]","I can help you prepare taco night! We have ground beef (Aisle 8), black beans (Aisle 6), corn (Aisle 5), salt (Aisle 6),",True,1,True,1,False,0,[],llm_extract,False,True,False,,,"[1, 3, 5, 6, 8]","[1, 3, 5, 6, 8]",0,,3.836
18,semantic,recipe,Help me prepare taco night.,ground_beef; tortilla_wraps; tomato; lettuce,ground beef; taco seasoning; tortillas; shredded cheese; lettuce; tomatoes; avocado; sour cream,move,"[3, 8]","For your taco night, you'll find the Sour Cream, Lettuce, Tomato, and Avocado in Aisle 3, and Ground Beef in Aisle 8.",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[3, 8]","[3, 8]",0,,4.364
18,llm_only,recipe,Help me prepare taco night.,ground_beef; tortilla_wraps; tomato; lettuce,,move,"[2, 6]","Sure! For taco night, you'll need tortillas, ground beef, salsa, and maybe some toppings like lettuce, cheese, and sour ",True,1,True,1,False,0,[],none,False,True,True,,,"[2, 6]","[2, 6]",0,,1.084
19,presearch,recipe,I want to cook fried rice.,rice_white; eggs_large; onion_yellow,rice; egg; soy sauce; vegetable oil; garlic; green onion,move,"[6, 1]","I found white rice in Aisle 6 and large eggs in Aisle 1. We do not carry soy sauce, vegetable oil, garlic, or green onio",True,1,True,1,False,0,[],llm_extract,False,True,False,,,"[6, 1]","[6, 1]",0,,1.645
19,semantic,recipe,I want to cook fried rice.,rice_white; eggs_large; onion_yellow,rice; eggs; soy sauce; vegetable oil; scallions; carrots; peas,move,"[1, 3, 6]","We have all the ingredients you need for fried rice: White Rice (Aisle 6), Carrot (Aisle 3), Large Eggs (Aisle 1), and T",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[1, 3, 6]","[1, 3, 6]",0,,4.046
19,llm_only,recipe,I want to cook fried rice.,rice_white; eggs_large; onion_yellow,,none,[],"To cook fried rice, you'll need rice, oil, and some vegetables or protein. I can help you find these items. Rice is in t",True,1,False,0,False,0,[],none,False,True,True,,,[],[],0,,1.192
20,presearch,recipe,What do I need for homemade tomato soup?,tomato_sauce; onion_yellow; sour_cream,tomato; onion; garlic; carrot; celery; butter; flour; water; salt; pepper,move,"[1, 3, 4, 6]","For homemade tomato soup, you'll need tomatoes, tomato sauce, onions, carrots, butter, flour, water, salt, and pepper. W",True,1,True,1,False,0,[],llm_extract,False,True,False,,,"[1, 3, 4, 6]","[1, 3, 4, 6]",0,,2.381
20,semantic,recipe,What do I need for homemade tomato soup?,tomato_sauce; onion_yellow; sour_cream,tomato; onion; garlic; vegetable broth; flour; butter; heavy cream; parsley,move,"[1, 3, 6]","For homemade tomato soup, you'll need tomatoes (Aisle 3), tomato sauce (Aisle 6), yellow onions (Aisle 3), unsalted butt",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[1, 3, 6]","[1, 3, 6]",0,,4.247
20,llm_only,recipe,What do I need for homemade tomato soup?,tomato_sauce; onion_yellow; sour_cream,,none,[],"For homemade tomato soup, you'll need tomatoes, tomato sauce, onions, garlic, and some herbs. I can help you find these ",True,1,False,0,False,0,[],none,False,True,True,,,[],[],0,,0.996
21,presearch,recipe,I need ingredients for chicken nuggets and fries dinner.,frozen_nuggets; frozen_fries,chicken; flour; oil; potatoes; salt; pepper,move,"[3, 6, 7]","For chicken nuggets, we have Chicken Nuggets in Aisle 7. For breading, get flour from Aisle 6 and salt from Aisle 6. For",True,1,True,1,False,0,[],llm_extract,False,True,False,,,"[3, 6, 7]","[3, 6, 7]",0,,2.973
21,semantic,recipe,I need ingredients for chicken nuggets and fries dinner.,frozen_nuggets; frozen_fries,chicken; flour; eggs; vegetable oil; potatoes; salt; pepper,move,"[8, 3]","We have Chicken Breast (Aisle 8) for the nuggets and Russet Potatoes (Aisle 3) for the fries, but we don't carry breadin",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[8, 3]","[8, 3]",0,,3.694
21,llm_only,recipe,I need ingredients for chicken nuggets and fries dinner.,frozen_nuggets; frozen_fries,,move,[7],"For your chicken nuggets and fries dinner, you'll need frozen chicken nuggets and frozen fries. These are both in Aisle ",True,1,True,1,False,0,[],none,False,True,True,,,[7],[7],0,,1.052
22,presearch,recipe,Can you suggest items for an avocado toast breakfast?,avocado; bread_wheat; lemon,avocado; bread; eggs,move,"[2, 3]","For your avocado toast breakfast, I suggest getting an avocado from Aisle 3 and wheat bread from Aisle 2.",True,1,True,1,False,0,[],llm_extract,False,False,False,,,"[2, 3]","[2, 3]",0,,1.464
22,semantic,recipe,Can you suggest items for an avocado toast breakfast?,avocado; bread_wheat; lemon,avocado; bread; egg,move,"[1, 2, 3]","For an avocado toast breakfast, I recommend our Avocado (Aisle 3) and Wheat Bread (Aisle 2). You can also grab Large Egg",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[1, 2, 3]","[1, 2, 3]",0,,2.679
22,llm_only,recipe,Can you suggest items for an avocado toast breakfast?,avocado; bread_wheat; lemon,,move,"[2, 3, 1]","For an avocado toast breakfast, I'd recommend getting some whole grain bread, ripe avocados, and maybe some eggs for a c",True,1,True,1,False,0,[],none,False,True,True,,,"[2, 3, 1]","[2, 3, 1]",0,,1.274
23,presearch,recipe,What do I need for a yogurt parfait?,yogurt; granola; blueberry; strawberry,yogurt; granola; fruit,move,"[1, 5]","For a yogurt parfait, you'll need Plain Yogurt from Aisle 1 and Granola Bar from Aisle 5.",True,1,True,1,False,0,[],llm_extract,False,True,False,,,"[1, 5]","[1, 5]",0,,1.613
23,semantic,recipe,What do I need for a yogurt parfait?,yogurt; granola; blueberry; strawberry,yogurt; granola; fruit,move,"[1, 3, 5]","For a yogurt parfait, you'll need Plain Yogurt, Granola Bar, Strawberries, Grapes, and Lemon. All these items are availa",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[1, 3, 5]","[1, 3, 5]",0,,2.33
23,llm_only,recipe,What do I need for a yogurt parfait?,yogurt; granola; blueberry; strawberry,,move,"[1, 3, 5]","For a yogurt parfait, you'll need yogurt, granola, and fresh fruit. I can help you find these items. The yogurt is in Ai",True,1,True,1,False,0,[],none,False,True,True,,,"[1, 3, 5]","[1, 3, 5]",0,,12.807
24,presearch,recipe,I want to make a simple bean pasta meal.,pasta_spaghetti; black_beans_can; tomato_sauce,beans; pasta,move,"[4, 6]",I found Coffee Beans in Aisle 4 and Black Beans in Aisle 6. We also have Spaghetti Pasta in Aisle 6. You can find all th,True,1,True,1,False,0,[],llm_extract,False,False,False,,,"[4, 6]","[4, 6]",0,,1.826
24,semantic,recipe,I want to make a simple bean pasta meal.,pasta_spaghetti; black_beans_can; tomato_sauce,beans; pasta,move,[6],"For your simple bean pasta meal, we have Spaghetti Pasta and Black Beans available. Both are in Aisle 6.",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[6],[6],0,,3.824
24,llm_only,recipe,I want to make a simple bean pasta meal.,pasta_spaghetti; black_beans_can; tomato_sauce,,move,[6],"To make a simple bean pasta meal, you'll need spaghetti pasta, canned black beans, and tomato sauce. I can help you find",True,1,True,1,False,0,[],none,False,True,True,,,[6],[6],0,,1.201
25,presearch,recipe,Help me shop for a turkey sandwich lunch.,turkey_slices; bread_white; lettuce; tomato,turkey; bread; lettuce; tomato,move,"[2, 3, 8]","I can help you find items for a turkey sandwich. We have Turkey Slices in Aisle 8, White Bread and Wheat Bread in Aisle ",True,1,True,1,False,0,[],llm_extract,False,False,False,,,"[2, 3, 8]","[2, 3, 8]",0,,1.781
25,semantic,recipe,Help me shop for a turkey sandwich lunch.,turkey_slices; bread_white; lettuce; tomato,bread; turkey; lettuce; tomato,move,"[8, 3, 2, 6]","I found Turkey Slices (Aisle 8), Tomato (Aisle 3), Lettuce (Aisle 3), Wheat Bread (Aisle 2), and Tomato Sauce (Aisle 6).",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[8, 3, 2, 6]","[8, 3, 2, 6]",0,,3.777
25,llm_only,recipe,Help me shop for a turkey sandwich lunch.,turkey_slices; bread_white; lettuce; tomato,,move,[8],"Sure! For a turkey sandwich, you'll need bread, turkey slices, and some condiments. I can help you find these items. Let",True,1,True,1,False,0,[],none,False,True,True,,,[8],[8],0,,1.336
26,presearch,associative,I want something healthy for lunch.,apple; spinach; yogurt,healthy; lunch,none,[],"I'm sorry, but we don't carry any products matching 'healthy' or 'lunch' in our current inventory.",True,1,False,0,False,0,[],semantic_terms_fallback,True,True,False,,,[],[],0,,1.453
26,semantic,associative,I want something healthy for lunch.,apple; spinach; yogurt,healthy; lunch,none,[],I couldn't find any products matching your request for something healthy for lunch. Could you try a more specific produc,True,1,False,0,False,0,[],semantic_terms_fallback,True,False,False,5,0.15,[],[],0,,1.944
26,llm_only,associative,I want something healthy for lunch.,apple; spinach; yogurt,,none,[],"For a healthy lunch, I'd recommend some fresh fruits or vegetables. We have apples, bananas, and oranges in Aisle 3, and",True,1,False,0,False,0,[],none,False,True,True,,,[],[],0,,1.092
27,presearch,associative,What are good high-protein options?,chicken_breast; tofu_firm; eggs_large,what; good; high; protein; options,none,[],"I'm sorry, but we don't carry any of the items you mentioned. We do not have what, good, high, protein, or options in ou",True,1,False,0,False,0,[],semantic_terms_fallback,True,True,False,,,[],[],0,,1.817
27,semantic,associative,What are good high-protein options?,chicken_breast; tofu_firm; eggs_large,what; good; high; protein; options,none,[],I couldn't find any products matching 'high-protein options' in our current inventory. Could you please specify a partic,True,1,False,0,False,0,[],semantic_terms_fallback,True,False,False,5,0.15,[],[],0,,2.708
27,llm_only,associative,What are good high-protein options?,chicken_breast; tofu_firm; eggs_large,,move,"[6, 8]","For high-protein options, I'd recommend checking the meat and seafood aisle for items like chicken breast, ground beef, ",True,1,True,1,False,0,[],none,False,True,True,,,"[6, 8]","[6, 8]",0,,1.307
28,presearch,associative,I need quick frozen dinner ideas.,frozen_pizza; frozen_nuggets; frozen_fries,frozen vegetables; frozen meat; frozen pasta; frozen soup; frozen pizza,move,[7],"We have frozen pizza available in Aisle 7 for $6.80. Unfortunately, we don't carry other frozen dinner options like vege",True,1,True,1,False,0,[],llm_extract,False,True,False,,,[7],[7],0,,1.732
28,semantic,associative,I need quick frozen dinner ideas.,frozen_pizza; frozen_nuggets; frozen_fries,frozen meals,move,[7],Try Frozen Pizza for a quick dinner. It's in Aisle 7.,True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[7],[7],0,,2.017
28,llm_only,associative,I need quick frozen dinner ideas.,frozen_pizza; frozen_nuggets; frozen_fries,,move,[7],"For quick frozen dinners, I recommend checking out our frozen aisle. You can find options like Frozen Pizza, Chicken Nug",True,1,True,1,False,0,[],none,False,True,True,,,[7],[7],0,,1.069
29,presearch,associative,Give me party snack and drink recommendations.,chips; popcorn; soda,party snack; drink,move,[4],"We carry Sports Drink in Aisle 4, but we don't have party snack available.",True,1,True,1,False,0,[],llm_extract,False,True,False,,,[4],[4],0,,1.632
29,semantic,associative,Give me party snack and drink recommendations.,chips; popcorn; soda,drink; party; snack; recommendations,move,"[4, 5]","For your party, I recommend Chocolate Cookies, Potato Chips, and Whole Grain Crackers as snacks, and Cola or Sports Drin",True,1,True,1,False,0,[],semantic_terms_fallback,True,False,False,5,0.15,"[4, 5]","[4, 5]",0,,3.237
29,llm_only,associative,Give me party snack and drink recommendations.,chips; popcorn; soda,,none,[],"For party snacks, I recommend Potato Chips, Chocolate Cookies, and Mixed Nuts. For drinks, you might like Cola, Sparklin",True,1,False,0,False,0,[],none,False,True,True,,,[],[],0,,1.041
30,presearch,associative,I want low-sugar drink choices.,water; sparkling_water; tea_green,low-sugar drink,none,[],We do not carry low-sugar drinks.,True,1,False,0,False,0,[],llm_extract,False,True,False,,,[],[],0,,2.158
30,semantic,associative,I want low-sugar drink choices.,water; sparkling_water; tea_green,low-sugar drink,move,[4],"We carry low-sugar options like Sports Drink, Bottled Water, and Sparkling Water in Aisle 4.",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[4],[4],0,,1.765
30,llm_only,associative,I want low-sugar drink choices.,water; sparkling_water; tea_green,,move,[4],I can help you find low-sugar drink options. Let me check the beverages aisle for you.,True,1,True,1,False,0,[],none,False,True,True,,,[4],[4],0,,0.865
31,presearch,associative,What's good for a movie night at home?,popcorn; chips; soda,popcorn; chips; candy,move,[5],"For a movie night at home, we have Popcorn and Potato Chips in Aisle 5.",True,1,True,1,False,0,[],llm_extract,False,True,False,,,[5],[5],0,,2.223
31,semantic,associative,What's good for a movie night at home?,popcorn; chips; soda,what; good; movie; night; home,none,[],I couldn't find any items that match your request for a movie night at home. Could you provide a more specific product n,True,1,False,0,False,0,[],semantic_terms_fallback,True,False,False,5,0.15,[],[],0,,2.301
