id,mode,query_type,query,expected_items,product_terms_extracted,action,target_aisles,dialogue_snippet,json_adherent,task_success,hallucinated,hallucinated_aisles,latency_s
14,presearch,recipe,"I want to make breakfast, what do you have?",bread; milk; yogurt,eggs; milk; bread; butter; bacon; sausage; cheese,move,"[1, 2]","I'm helping you prepare a delicious breakfast! I'm adding Milk (1L) to your cart — you'll find it in Aisle 1. Also, Whit",True,True,False,[],199.778
15,presearch,recipe,What do I need to make a cheese sandwich?,bread; cheese,cheese; bread,move,"[1, 2]",I'm helping you make a cheese sandwich! I'm adding White Bread (Aisle 2) and Cheddar Cheese (Aisle 1) to your cart.,True,True,False,[],157.714
16,presearch,associative,I'm hosting a party and need snacks and drinks,chips; cookies; soda; juice,snack; drink,none,[],"I'm sorry for any inconvenience, but we do not carry snacks or drinks. I hope you find what you need elsewhere.",True,False,False,[],141.704
17,presearch,associative,I want something healthy for my lunch,apple; carrot; water,,move,"['Produce', 'Salad & Greens', 'Grains']","I'd be happy to help you find some healthy options for lunch! You might want to check out our fresh produce section, or ",True,True,False,[],126.64
18,presearch,associative,I need something sweet to snack on,cookies; donut; granola,sweet snack,none,[],"I'm sorry for any inconvenience, but we do not carry sweet snacks. Let me check other items you might like.",True,False,False,[],134.822
19,presearch,associative,"I am going on a hike, what should I take?",water; nuts; granola,,none,[],"I'd be happy to help you prepare for your hike! Here are some essentials: water, energy bars, trail mix, first aid kit, ",True,False,False,[],128.319
20,presearch,associative,I want to make a hot beverage this morning,coffee; milk,coffee; tea; hot chocolate,move,[4],"I'm adding Coffee Beans (Aisle 4) to your cart. Unfortunately, we don't carry tea or hot chocolate.",True,True,False,[],145.674
21,presearch,not_in_store,Do you carry sushi ingredients?,,rice; nori; sushi vinegar; raw fish; soy sauce; wasabi; pickled ginger,move,[1],"I'm sorry for any inconvenience, but we do not carry rice, nori, sushi vinegar, raw fish, soy sauce, wasabi, or pickled ",True,False,False,[],184.99
22,presearch,not_in_store,Where can I find dog food?,,dog food,none,[],"I'm sorry for any inconvenience, but we do not carry dog food here.",True,True,False,[],126.098
23,presearch,not_in_store,I need some fresh salmon,,salmon,none,[],"I'm sorry for any inconvenience, but we don't carry fresh salmon here.",True,True,False,[],126.246
24,presearch,not_in_store,Do you sell pasta?,,pasta,none,[],"I'm sorry for any inconvenience, but we don't carry pasta here.",True,True,False,[],125.806
25,presearch,not_in_store,Can I get some ice cream?,,ice cream,none,[],"I'm sorry for any inconvenience, but we do not carry ice cream.",True,True,False,[],124.346
26,presearch,conversational,"Hello there, how are you today?",,,none,[],"I'm doing great, thanks for asking! I can certainly help you find products or add items to your cart. Let me know what y",True,True,False,[],106.716
27,presearch,conversational,What can you help me with?,,,none,[],"Of course! I can help you find products, add items to your cart, and guide you around the store. What are you looking fo",True,True,False,[],106.742
28,presearch,conversational,What are your opening hours?,,,none,[],"Our store is open from 8am to 9pm, seven days a week.",True,True,False,[],100.978
29,presearch,conversational,Hi! I'm new here. Can you explain how this store works?,,,none,[],"Of course! Welcome to our store. I can help you find products, add items to your cart, and answer any questions you migh",True,True,False,[],121.354
30,presearch,conversational,Thank you for your help!,,,none,[],"You're very welcome! If you need any assistance finding something or adding items to your cart, feel free to ask.",True,True,False,[],103.774
31,presearch,direct,I need milk and bananas,milk; banana,milk; banana,move,"[1, 3]","I'm adding Milk (1L) to your cart — you'll find it in Aisle 1! I'm also adding Bananas to your cart, they are located in",True,True,False,[],161.564
32,presearch,direct,Can you add apples and oranges to my cart?,apple; orange,apples; oranges,none,[],"I'm sorry for any inconvenience, we do not carry apples and oranges. Let me know if there are other items you need.",True,False,False,[],141.821
33,presearch,direct,I would like broccoli and carrots,broccoli; carrot,broccoli; carrots,move,[3],"I'm adding Broccoli (Aisle 3) to your cart. Unfortunately, we do not carry carrots.",True,True,False,[],142.475
34,presearch,direct,Please get me wheat bread and coffee,bread; coffee,wheat bread; coffee,move,"[2, 4]",I'm adding Wheat Bread to your cart — you'll find it in Aisle 2! I'm also adding Coffee Beans to your cart in Aisle 4.,True,True,False,[],151.268
35,presearch,direct,Do you have grapes and granola bars?,grape; granola,grape; granola bar,move,"[3, 5]",I'm adding Grapes (1lb) and Granola Bar to your cart — you'll find the grapes in Aisle 3 and the granola bars in Aisle 5,True,True,False,[],152.724
36,presearch,recipe,I need ingredients to bake chocolate chip cookies,flour; eggs; sugar; butter,flour; sugar; butter; chocolate chips; baking soda; vanilla extract; eggs,none,[],"I'm sorry for the inconvenience, but we don't seem to have the ingredients you need for chocolate chip cookies at the mo",True,True,False,[],170.25
37,presearch,recipe,What do I need to make a vegetable stir fry?,broccoli; carrot; lettuce,,move,"['produce', 'sauces']","To make a vegetable stir fry, you'll need vegetables such as bell peppers, broccoli, carrots, and zucchini. Additionally",True,True,False,[],240.87
38,presearch,recipe,"I want to make pancakes, what ingredients do you have?",flour; milk; eggs,flour; eggs; milk,move,[1],"I'm adding Milk (1L) and Milk (2L) to your cart — you'll find them in Aisle 1! Unfortunately, we do not carry flour or e",True,True,False,[],161.596
39,presearch,recipe,Help me find everything for a fruit salad,apple; banana; orange; grape,,move,['Produce'],"Of course, I'd be happy to help you find everything for your fruit salad! We have a variety of fruits in different aisle",True,True,False,[],157.844
40,presearch,recipe,I need to bake banana bread,banana; flour; eggs,banana; flour; sugar; butter; eggs; baking powder; milk,move,[3],"I'm happy to help you bake banana bread! I'm adding Bananas to your cart — you'll find them in Aisle 3. Unfortunately, w",True,True,False,[],183.52
41,presearch,associative,Something for my kids' lunchbox,apple; granola; yogurt; juice,,move,"[0, 3, 5, 7]",I'd be happy to help you find items for your kids' lunchbox! Let me guide you through our store. We have a variety of sa,True,True,True,"[0, 7]",150.443
42,presearch,associative,I want a healthy breakfast option,yogurt; granola; apple,,move,"['dairy', 'produce', 'bakery', 'dry_goods']","I'd be happy to help you find a healthy breakfast option! You might want to check out our yogurt, granola, fresh fruits,",True,True,False,[],128.239
43,presearch,associative,What do you have for a movie night?,popcorn; soda; chips; cookies,,move,"[3, 5]","We have a variety of items for a movie night! You'll find snacks like popcorn and chips in Aisle 3, beverages in Aisle 5",True,True,False,[],120.278
44,presearch,associative,I need something for a late night snack,chips; cookies; nuts,,move,"['snacks', 'baking and snacks']","I have a variety of late night snacks! You might enjoy our pretzels, popcorn or chips in the snack aisle. If you're look",True,True,False,[],123.488
45,presearch,associative,I'm trying to eat more vegetables this week,broccoli; carrot; tomato; lettuce,,move,['Produce'],"Great choice! I can help you find a variety of vegetables. Let's start with the produce section, and then we'll move on ",True,True,False,[],115.405
46,presearch,not_in_store,Do you stock flour?,,flour,none,[],"I'm sorry for any inconvenience, but we don't carry flour.",True,True,False,[],124.446
47,presearch,not_in_store,I need to find some eggs,,eggs,none,[],"I'm sorry for any inconvenience, but we do not carry eggs here.",True,True,False,[],125.1
48,presearch,not_in_store,Where is the butter?,,butter,none,[],"I'm sorry for the inconvenience, but we don't carry butter in our store.",True,True,False,[],126.235
49,presearch,direct,Can I get 2 litres of milk please?,milk,milk,move,[1],I'm adding Milk (2L) to your cart — you'll find it in Aisle 1!,True,True,False,[],138.69
50,presearch,direct,I need cola and some mixed nuts,soda; nuts,cola; mixed nuts,move,"[4, 5]",I'm adding Cola (2L) to your cart — you'll find it in Aisle 4 and Mixed Nuts in Aisle 5.,True,True,False,[],156.862
1,semantic,direct,Where can I find milk?,milk,milk,move,[1],I found those items. They are in Aisle(s) 1.,True,True,False,[],0.0
2,semantic,direct,Do you have cheddar cheese?,cheese,cheddar cheese; cheese; have; cheddar,move,[1],I found those items. They are in Aisle(s) 1.,True,True,False,[],0.0
3,semantic,direct,I need some apples please,apple,apple; apples,move,[3],I found those items. They are in Aisle(s) 3.,True,True,False,[],0.0
4,semantic,direct,Can I get a loaf of white bread?,bread,white bread; bread; white; loaf,move,[2],I found those items. They are in Aisle(s) 2.,True,True,False,[],0.0
5,semantic,direct,I would like some orange juice,juice,orange; orange juice; juice; would; like,move,[3],I found those items. They are in Aisle(s) 3.,True,True,False,[],0.0
