id,mode,query_type,query,expected_items,product_terms_extracted,action,target_aisles,dialogue_snippet,json_adherent,json_adherent_int,task_success,task_success_int,hallucinated,hallucinated_int,hallucinated_aisles,latency_s
5,llm_only,direct,Can I get Frozen Pizza?,frozen_pizza,,move,[7],Sure! We have Frozen Pizza in stock—it’s in Aisle 7. Would you like me to grab one for you?,True,1,True,1,False,0,[],0.885
6,presearch,direct,Where is Chicken Breast (1lb)?,chicken_breast,chicken breast,move,[8],You’ll find the **Chicken Breast (1lb)** in **Aisle 8**. We have 10 in stock!,True,1,True,1,False,0,[],1.474
6,semantic,direct,Where is Chicken Breast (1lb)?,chicken_breast,chicken breast,move,[8],The **Chicken Breast (1lb)** is available in **Aisle 8**.,True,1,True,1,False,0,[],2.282
6,llm_only,direct,Where is Chicken Breast (1lb)?,chicken_breast,,move,[8],The chicken breast (1lb) is available in our meat and seafood section—just head to Aisle 8! Let me know if you need help,True,1,True,1,False,0,[],0.904
7,presearch,direct,Do you carry Dish Soap?,dish_soap,,move,[12],"Yes, we have dish soap! You’ll find our selection in the cleaning products section—just follow the signs for household e",True,1,False,0,True,1,[12],1.517
7,semantic,direct,Do you carry Dish Soap?,dish_soap,dish soap; dish; soap; carry,move,[9],Yes! We carry **Dish Soap**—you’ll find it in **Aisle 9**.,True,1,True,1,False,0,[],2.201
7,llm_only,direct,Do you carry Dish Soap?,dish_soap,,move,[9],"Yes, we do carry dish soap! It’s in the household section—just head to Aisle 9.",True,1,True,1,False,0,[],0.843
8,presearch,direct,I want Sparkling Water.,sparkling_water,sparkling water,move,[4],You can find Sparkling Water in Aisle 4—we have 22 bottles in stock!,True,1,True,1,False,0,[],1.475
8,semantic,direct,I want Sparkling Water.,sparkling_water,sparkling water,move,[4],We have Sparkling Water available in **Aisle 4**. Would you like me to grab it for you?,True,1,True,1,False,0,[],2.196
8,llm_only,direct,I want Sparkling Water.,sparkling_water,,move,[4],Great choice! We have Sparkling Water in stock—it’s in Aisle 4. Would you like me to grab one for you or show you where ,True,1,True,1,False,0,[],0.992
9,presearch,direct,Could you find Toothpaste for me?,toothpaste,,move,"[12, 15]","Of course! We have several great toothpaste options—Colgate Total, Sensodyne ProSchwartz, and Crest Whitestrips are all ",True,1,False,0,True,1,"[12, 15]",1.66
9,semantic,direct,Could you find Toothpaste for me?,toothpaste,toothpaste; could,move,[10],I found Toothpaste for you—it’s in **Aisle 10**. I’ll grab it right away!,True,1,True,1,False,0,[],2.376
9,llm_only,direct,Could you find Toothpaste for me?,toothpaste,,move,[10],Sure thing! We have toothpaste right here in the store—it’s in Aisle 10 under health and beauty products. I can grab one,True,1,True,1,False,0,[],0.879
10,presearch,direct,I'm looking for Trail Mix.,trail_mix,raisins; nuts; peanuts; dried cranberries; chocolate chips; pretzels; popcorn,move,[5],We have Mixed Nuts (Aisle 5) and Pretzels (Aisle 5) that could work for a simple trail mix—just let me know if you'd lik,True,1,True,1,False,0,[],1.654
10,semantic,direct,I'm looking for Trail Mix.,trail_mix,raisins; nuts; peanuts; dried cranberries; chocolate chips; pretzels; sunflower seeds,move,[5],"We don’t carry Trail Mix, but you might like our **Mixed Nuts** (Aisle 5) or **Pretzels** (Aisle 5) as alternatives!",True,1,True,1,False,0,[],3.567
10,llm_only,direct,I'm looking for Trail Mix.,trail_mix,,move,[5],"Oh, great choice! We have a delicious **Trail Mix** in stock—it’s in Aisle 5 under snacks. Would you like me to grab it ",True,1,True,1,False,0,[],0.915
11,presearch,recipe,I want to bake chocolate chip cookies. What ingredients should I pick up?,flour_all_purpose; sugar_granulated; butter_unsalted; eggs_large,flour; sugar; baking powder; salt; butter; chocolate chips; vanilla extract; eggs,move,"[1, 6]","For chocolate chip cookies, you’ll need **All-Purpose Flour (Aisle 6)**, **Granulated Sugar (Aisle 6)**, **Iodized Salt ",True,1,True,1,False,0,[],1.821
11,semantic,recipe,I want to bake chocolate chip cookies. What ingredients should I pick up?,flour_all_purpose; sugar_granulated; butter_unsalted; eggs_large,flour; sugar; brown sugar; butter; vanilla extract; eggs; chocolate chips; baking soda; salt,move,[5],"For your chocolate chip cookies, you’ll need **Chocolate Cookies (Aisle 5)**. Unfortunately, we don’t carry chocolate ch",True,1,True,1,False,0,[],3.587
11,llm_only,recipe,I want to bake chocolate chip cookies. What ingredients should I pick up?,flour_all_purpose; sugar_granulated; butter_unsalted; eggs_large,,move,"[1, 2, 5, 6]","Great choice! For chocolate chip cookies, you’ll need **All-Purpose Flour**, **Granulated Sugar**, **Unsalted Butter**, ",True,1,True,1,False,0,[],1.306
12,presearch,recipe,What do I need for spaghetti night?,pasta_spaghetti; tomato_sauce; olive_oil,pasta; tomato sauce; garlic; onion; olive oil; salt; pepper; parmesan cheese; butter; basilic,move,"[6, 3]","For spaghetti night, you’ll need **Spaghetti (Aisle 6)**, **Tomato Sauce (Aisle 6)**, and **Yellow Onion (Aisle 3)**. We",True,1,True,1,False,0,[],1.776
12,semantic,recipe,What do I need for spaghetti night?,pasta_spaghetti; tomato_sauce; olive_oil,pasta; tomato sauce; garlic; olive oil; onion; carrots; celery; chicken or beef; salt; pepper; parmesan cheese; basilic,move,[6],"For spaghetti night, you’ll need **Spaghetti Pasta (Aisle 6)** and **Tomato Sauce (Aisle 6)**—we also have **Olive Oil (",True,1,True,1,False,0,[],4.296
12,llm_only,recipe,What do I need for spaghetti night?,pasta_spaghetti; tomato_sauce; olive_oil,,move,[6],"For a great spaghetti night, you’ll want spaghetti pasta, tomato sauce, garlic (if you have it), and maybe some olive oi",True,1,True,1,False,0,[],1.081
13,presearch,recipe,Help me build ingredients for a chicken salad.,chicken_breast; lettuce; tomato; olive_oil,chicken; lettuce; celery; mayonnaise; mustard; salt; pepper; onion; cucumber; olives,move,"[3, 6, 8]","For your chicken salad, you can grab **Chicken Breast (1lb) from Aisle 8**, **Lettuce from Aisle 3**, **Bell Pepper from",True,1,True,1,False,0,[],1.997
13,semantic,recipe,Help me build ingredients for a chicken salad.,chicken_breast; lettuce; tomato; olive_oil,chicken; lettuce; celery; mayonnaise; mustard; onion; cucumber; salt; pepper; olive oil,move,"[8, 3, 6]","For your chicken salad, you can grab the **Chicken Breast (Aisle 8)** and **Yellow Onion (Aisle 3)**—both are in stock! ",True,1,True,1,False,0,[],5.54
13,llm_only,recipe,Help me build ingredients for a chicken salad.,chicken_breast; lettuce; tomato; olive_oil,,move,"[1, 3]","Great choice! For a chicken salad, you’ll want some fresh ingredients like lettuce, tomatoes, and maybe some avocado or ",True,1,True,1,False,0,[],1.169
14,presearch,recipe,I need supplies for breakfast pancakes.,flour_all_purpose; milk_1l; eggs_large; butter_unsalted,flour; eggs; milk; baking powder; butter; salt; vanilla extract,move,"[1, 6]","For your pancakes, you’ll need **Large Eggs (Aisle 1)**, **All-Purpose Flour (Aisle 6)**, and **Iodized Salt (Aisle 6)**",True,1,True,1,False,0,[],2.853
14,semantic,recipe,I need supplies for breakfast pancakes.,flour_all_purpose; milk_1l; eggs_large; butter_unsalted,flour; eggs; milk; baking powder; butter; vanilla extract; salt; sugar,move,"[1, 6]","For your pancakes, you’ll need **Unsalted Butter (Aisle 1)** and **All-Purpose Flour (Aisle 6)**—we don’t carry milk or ",True,1,True,1,False,0,[],3.21
14,llm_only,recipe,I need supplies for breakfast pancakes.,flour_all_purpose; milk_1l; eggs_large; butter_unsalted,,move,"[1, 3, 6]","Great choice for breakfast! For pancakes, you’ll want some of our **whole wheat flour** (Aisle 6), **granulated sugar** ",True,1,True,1,False,0,[],1.18
15,presearch,recipe,What should I buy for a veggie stir-fry?,broccoli; carrot; bell_pepper; onion_yellow,bell pepper; broccoli; carrots; celery; garlic; ginger; onion; soy sauce; oil; tofu; mushrooms; green onions,move,"[3, 8]","For a veggie stir-fry, I’d recommend grabbing **Bell Pepper (Aisle 3)**, **Broccoli (Aisle 3)**, **Yellow Onion (Aisle 3",True,1,True,1,False,0,[],1.865
15,semantic,recipe,What should I buy for a veggie stir-fry?,broccoli; carrot; bell_pepper; onion_yellow,bell pepper; carrot; broccoli; onion; garlic; mushrooms; soy sauce; oil; tofu; green onions,move,"[3, 8]","For a veggie stir-fry, you’ll want **Broccoli (Aisle 3)**, **Carrot (Aisle 3)**, **Yellow Onion (Aisle 3)**, and **Baby ",True,1,True,1,False,0,[],4.498
15,llm_only,recipe,What should I buy for a veggie stir-fry?,broccoli; carrot; bell_pepper; onion_yellow,,move,"[3, 6, 8]","For a veggie stir-fry, I’d recommend grabbing some colorful veggies like bell peppers, broccoli, carrots, and snap peas ",True,1,True,1,False,0,[],1.239
16,presearch,recipe,I want to make smoothies this week.,banana; strawberry; blueberry; yogurt,banana; strawberry; blueberry; spinach; yogurt; milk; almond milk; honey; peanut butter; oats,move,"[1, 2, 3]","Great choice! For smoothies, you’ll want to check out our **bananas (Aisle 3)**, **strawberries (Aisle 3)**, **blueberri",True,1,True,1,False,0,[],2.078
16,semantic,recipe,I want to make smoothies this week.,banana; strawberry; blueberry; yogurt,banana; strawberry; blueberry; spinach; yogurt; milk; honey; ice,move,"[1, 3]","For smoothies, you can use our **Banana (Aisle 3)**, **Blueberries (6oz, Aisle 3)**, **Strawberries (1lb, Aisle 3)**, or",True,1,True,1,False,0,[],3.654
16,llm_only,recipe,I want to make smoothies this week.,banana; strawberry; blueberry; yogurt,,move,"[1, 3, 7]","Great choice! For smoothies, you’ll want fresh fruits, yogurt, milk, and maybe some frozen berries for extra flavor. I c",True,1,True,1,False,0,[],0.998
17,presearch,recipe,What ingredients do I need for grilled salmon with lemon?,salmon_fillet; lemon; olive_oil,salmon; lemon,move,"[8, 3]","For grilled salmon with lemon, you’ll need our **Salmon Fillet (Aisle 8)** and **Lemon (Aisle 3)**. We don’t carry any o",True,1,True,1,False,0,[],1.761
17,semantic,recipe,What ingredients do I need for grilled salmon with lemon?,salmon_fillet; lemon; olive_oil,salmon; lemon; olive oil; salt; pepper; garlic; butter,move,"[8, 3, 1]","For grilled salmon with lemon, you’ll need our **Salmon Fillet (1lb)** from **Aisle 8** and **Lemon** from **Aisle 3**. ",True,1,True,1,False,0,[],4.133
17,llm_only,recipe,What ingredients do I need for grilled salmon with lemon?,salmon_fillet; lemon; olive_oil,,move,"[3, 6]","For grilled salmon with lemon, you’ll need a salmon fillet, fresh lemon, and some olive oil for seasoning. I can grab th",True,1,True,1,False,0,[],1.019
18,presearch,recipe,Help me prepare taco night.,ground_beef; tortilla_wraps; tomato; lettuce,ground beef; tortillas; cheese; lettuce; tomatoes; onions; sour cream; salsa; cilantro; lime; rice; beans; avocado; olive oil; spices,move,"[1, 3, 6, 8]","For taco night, you can grab **Ground Beef (Aisle 8)**, **Cheddar Cheese (Aisle 1)**, **Lettuce (Aisle 3)**, **Avocado (",True,1,True,1,False,0,[],2.228
18,semantic,recipe,Help me prepare taco night.,ground_beef; tortilla_wraps; tomato; lettuce,ground beef; tortillas; lettuce; tomatoes; onions; cheese; sour cream; salsa; cilantro; lime; rice; beans; avocado; olives; jalapeños; corn; chicken,move,"[1, 8]","For taco night, you’ll need the **Cheddar Cheese (Aisle 1)** and **Ground Beef (1lb, Aisle 8)**—both are in stock! Let m",True,1,True,1,False,0,[],5.008
18,llm_only,recipe,Help me prepare taco night.,ground_beef; tortilla_wraps; tomato; lettuce,,move,"[1, 2, 3, 6, 8]","Great choice! For taco night, you’ll want ground beef (Aisle 8), tortillas (like Whole Wheat Wraps in Aisle 2), and topp",True,1,True,1,False,0,[],1.194
19,presearch,recipe,I want to cook fried rice.,rice_white; eggs_large; onion_yellow,rice; egg; vegetable oil; onion; garlic; carrot; green onion; soy sauce; salt; pepper; chicken (optional); pork (optional); tofu (optional),move,"[1, 3, 6]","For fried rice, you’ll need **Large Eggs (Aisle 1)**, **Yellow Onion (Aisle 3)**, **Carrot (Aisle 3)**, and **White Rice",True,1,True,1,False,0,[],2.074
19,semantic,recipe,I want to cook fried rice.,rice_white; eggs_large; onion_yellow,rice; egg; onion; garlic; carrots; peas; soy sauce; oil; green onions,move,"[6, 3]","For fried rice, you’ll need **White Rice (2kg) from Aisle 6**, **Carrot from Aisle 3**, and **Yellow Onion from Aisle 3*",True,1,True,1,False,0,[],3.431
19,llm_only,recipe,I want to cook fried rice.,rice_white; eggs_large; onion_yellow,,move,[6],"Fried rice is a great choice! You’ll need some rice (I’d recommend our **White Rice (2kg)**), eggs, veggies like carrots",True,1,True,1,False,0,[],1.841
20,presearch,recipe,What do I need for homemade tomato soup?,tomato_sauce; onion_yellow; sour_cream,tomatoes; onion; garlic; carrots; celery; butter; olive oil; salt; pepper; water; cream; broth,move,"[3, 6, 1]","For homemade tomato soup, you’ll need **Yellow Onion (Aisle 3)** and **Iodized Salt (Aisle 6)**—we don’t carry tomatoes,",True,1,True,1,False,0,[],1.936
20,semantic,recipe,What do I need for homemade tomato soup?,tomato_sauce; onion_yellow; sour_cream,tomatoes; onion; garlic; carrots; celery; butter; olive oil; salt; pepper; water; cream,move,[3],"For homemade tomato soup, you’ll need **Tomato (Aisle 3)** and **Yellow Onion (Aisle 3)** from our produce section. We d",True,1,True,1,False,0,[],5.534
20,llm_only,recipe,What do I need for homemade tomato soup?,tomato_sauce; onion_yellow; sour_cream,,move,"[3, 6]","For homemade tomato soup, you’ll want fresh tomatoes, onions, garlic (if you have it), and some herbs like basil or oreg",True,1,True,1,False,0,[],1.313
21,presearch,recipe,I need ingredients for chicken nuggets and fries dinner.,frozen_nuggets; frozen_fries,chicken; breadcrumbs; flour; eggs; potatoes; oil; salt; pepper; paprika,move,"[1, 3, 7]","For your chicken nuggets and fries dinner, you’ll need **Chicken Nuggets (Aisle 7)**, **Large Eggs (Aisle 1)**, and **Be",True,1,True,1,False,0,[],1.797
21,semantic,recipe,I need ingredients for chicken nuggets and fries dinner.,frozen_nuggets; frozen_fries,chicken; breadcrumbs; flour; egg; potato; oil; salt; pepper; paprika,move,"[8, 3]","For your chicken nuggets and fries, we have **Chicken Breast (1lb)** in **Aisle 8** and **Russet Potatoes (5lb)** in **A",True,1,True,1,False,0,[],3.432
21,llm_only,recipe,I need ingredients for chicken nuggets and fries dinner.,frozen_nuggets; frozen_fries,,move,[7],"Great choice! For your chicken nuggets and fries dinner, you’ll need the **Frozen Chicken Nuggets** and **Frozen Fries**",True,1,True,1,False,0,[],1.146
22,presearch,recipe,Can you suggest items for an avocado toast breakfast?,avocado; bread_wheat; lemon,avocado; bread; butter; salt; pepper; olive oil; lemon; tomato; basil; eggs; cheese,move,"[1, 2, 3, 6]","For your avocado toast, I’d recommend grabbing **avocado (Aisle 3)**, **bread (Aisle 2)**, **lemon (Aisle 3)**, and **sa",True,1,True,1,False,0,[],1.958
22,semantic,recipe,Can you suggest items for an avocado toast breakfast?,avocado; bread_wheat; lemon,avocado; bread; butter; salt; pepper; olive oil; lemon; eggs; tomato,move,"[3, 1]","For your avocado toast, you might enjoy pairing it with **Lemon (Aisle 3)** for a tangy twist or **Unsalted Butter (Aisl",True,1,True,1,False,0,[],4.009
22,llm_only,recipe,Can you suggest items for an avocado toast breakfast?,avocado; bread_wheat; lemon,,move,"[1, 2, 3, 8]","Avocado toast is a great choice! For your breakfast, I’d recommend grabbing **avocados** (Aisle 3), **whole grain bread*",True,1,True,1,False,0,[],1.263
23,presearch,recipe,What do I need for a yogurt parfait?,yogurt; granola; blueberry; strawberry,yogurt; granola; berries; honey; milk,move,"[1, 3, 5]","For a yogurt parfait, you’ll need **Plain Yogurt (Aisle 1)** and **Granola Bar (Aisle 5)**—we also have **Strawberries (",True,1,True,1,False,0,[],1.827
23,semantic,recipe,What do I need for a yogurt parfait?,yogurt; granola; blueberry; strawberry,yogurt; granola; berries; honey; milk,move,"[1, 5]","For a yogurt parfait, you’ll need **Plain Yogurt (Aisle 1)** and **Granola Bar (Aisle 5)**—we don’t carry honey, berries",True,1,True,1,False,0,[],2.912
23,llm_only,recipe,What do I need for a yogurt parfait?,yogurt; granola; blueberry; strawberry,,move,"[1, 3, 5]","A yogurt parfait sounds delicious! You’ll need **plain yogurt** (Aisle 1, dairy), some **granola** (Aisle 5, snacks), an",True,1,True,1,False,0,[],1.123
24,presearch,recipe,I want to make a simple bean pasta meal.,pasta_spaghetti; black_beans_can; tomato_sauce,beans; pasta; garlic; olive oil; onion; tomato; tomato paste; chicken broth; salt; pepper; parmesan cheese,move,"[6, 3]","For your simple bean pasta meal, you’ll need **Black Beans (Aisle 6)**, **Spaghetti Pasta (Aisle 6)**, **Olive Oil (Aisl",True,1,True,1,False,0,[],1.869
24,semantic,recipe,I want to make a simple bean pasta meal.,pasta_spaghetti; black_beans_can; tomato_sauce,beans; pasta; olive oil; garlic; onion; tomato; tomato paste; chicken broth; salt; pepper; parmesan cheese,move,[6],"For your simple bean pasta meal, you’ll need **Spaghetti Pasta (Aisle 6)** and **Tomato Sauce (Aisle 6)**—we don’t carry",True,1,True,1,False,0,[],3.783
24,llm_only,recipe,I want to make a simple bean pasta meal.,pasta_spaghetti; black_beans_can; tomato_sauce,,move,[6],"Great choice! For your simple bean pasta meal, you’ll want **Spaghetti Pasta** and **Black Beans** from the pantry aisle",True,1,True,1,False,0,[],1.078
25,presearch,recipe,Help me shop for a turkey sandwich lunch.,turkey_slices; bread_white; lettuce; tomato,turkey; bread; mayonnaise; lettuce; tomato; cheese; mustard; ham,move,"[1, 2, 3, 8]","For your turkey sandwich, you’ll need **Turkey Slices (Aisle 8)**, **White Bread or Wheat Bread (Aisle 2)**, and **Lettu",True,1,True,1,False,0,[],1.966
25,semantic,recipe,Help me shop for a turkey sandwich lunch.,turkey_slices; bread_white; lettuce; tomato,turkey; bread; mayonnaise; lettuce; tomato; cheese; mustard,move,[8],"For your turkey sandwich, you’ll need **Turkey Slices (Aisle 8)**. Unfortunately, we don’t carry bread, mayonnaise, or o",True,1,True,1,False,0,[],2.992
25,llm_only,recipe,Help me shop for a turkey sandwich lunch.,turkey_slices; bread_white; lettuce; tomato,,move,"[8, 2]","Great choice! For a turkey sandwich, you’ll want turkey slices, bread, and some extras like cheese or veggies. I can gra",True,1,True,1,False,0,[],1.155
26,presearch,associative,I want something healthy for lunch.,apple; spinach; yogurt,,move,"[3, 7, 12]","Great choice! We have plenty of healthy options—how about some fresh salads, grilled chicken, or quinoa bowls? I can als",True,1,False,0,True,1,[12],1.62
26,semantic,associative,I want something healthy for lunch.,apple; spinach; yogurt,healthy; lunch,none,[],I couldn’t find a match for healthy lunch options in our current inventory. Could you give me a more specific product na,True,1,False,0,False,0,[],2.218
26,llm_only,associative,I want something healthy for lunch.,apple; spinach; yogurt,,move,"[3, 1]","Great choice! For a healthy lunch, I’d recommend checking out our fresh fruits and vegetables in Aisle 3—like strawberri",True,1,True,1,False,0,[],1.063
27,presearch,associative,What are good high-protein options?,chicken_breast; tofu_firm; eggs_large,,move,"[7, 12, 15]",We’ve got some great high-protein options! Try our **Greek yogurt (Protein Plus brand)** in the refrigerated dairy aisle,True,1,False,0,True,1,"[12, 15]",1.855
27,semantic,associative,What are good high-protein options?,chicken_breast; tofu_firm; eggs_large,what; good; high; protein; options,none,[],I couldn’t find any high-protein products in our current inventory. Could you provide a more specific product name or ca,True,1,False,0,False,0,[],2.79
27,llm_only,associative,What are good high-protein options?,chicken_breast; tofu_firm; eggs_large,,move,"[1, 5, 8]","Great choice! For high-protein options, I’d recommend checking out our **meat & seafood section** (Aisle 8) for chicken ",True,1,True,1,False,0,[],1.381
28,presearch,associative,I need quick frozen dinner ideas.,frozen_pizza; frozen_nuggets; frozen_fries,,move,"[12, 13]","Oh, great choice! We’ve got some delicious frozen dinners in Aisle 12—like our **Beef & Vegetable Stir-Fry** and **Spicy",True,1,False,0,True,1,"[12, 13]",1.803
28,semantic,associative,I need quick frozen dinner ideas.,frozen_pizza; frozen_nuggets; frozen_fries,frozen; quick; dinner; ideas,move,[7],"For a quick frozen dinner, you could try our **Frozen Pizza (Aisle 7)** or pair **Frozen Chicken Nuggets (Aisle 7)** wit",True,1,True,1,False,0,[],2.445
28,llm_only,associative,I need quick frozen dinner ideas.,frozen_pizza; frozen_nuggets; frozen_fries,,move,[7],"Great choice! We have some delicious frozen dinner options like Frozen Pizza, Chicken Nuggets, and Frozen Fries in Aisle",True,1,True,1,False,0,[],0.967
29,presearch,associative,Give me party snack and drink recommendations.,chips; popcorn; soda,,move,"[3, 4, 5, 6, 7]","Absolutely! For party snacks, I’d recommend checking out our **chips & dips** in Aisle 3, **pretzels & crackers** in Ais",True,1,True,1,False,0,[],1.885
29,semantic,associative,Give me party snack and drink recommendations.,chips; popcorn; soda,drink; party; snack; recommendations,move,"[4, 5]","For a fun party snack and drink combo, I’d recommend the **Potato Chips (Aisle 5)** and **Chocolate Cookies (Aisle 5)** ",True,1,True,1,False,0,[],2.978
29,llm_only,associative,Give me party snack and drink recommendations.,chips; popcorn; soda,,move,"[5, 4]","For a fun party, I’d recommend grabbing some **Mixed Nuts** and **Trail Mix** from Aisle 5 for snacks, and **Cola (2L)**",True,1,True,1,False,0,[],1.065
30,presearch,associative,I want low-sugar drink choices.,water; sparkling_water; tea_green,,move,"[12, 15]",We’ve got some great low-sugar options! I’d recommend checking out our sparkling water selection in Aisle 12 or the suga,True,1,False,0,True,1,"[12, 15]",1.58
30,semantic,associative,I want low-sugar drink choices.,water; sparkling_water; tea_green,drink; sugar; ice; low; choices,move,[4],"For low-sugar drink options, we have **Sparkling Water** (Aisle 4) and **Bottled Water** (Aisle 4).",True,1,True,1,False,0,[],2.532
30,llm_only,associative,I want low-sugar drink choices.,water; sparkling_water; tea_green,,move,[4],"Great choice! For low-sugar drinks, I’d recommend bottled water, sparkling water, or green tea—all available in Aisle 4.",True,1,True,1,False,0,[],1.277
31,presearch,associative,What's good for a movie night at home?,popcorn; chips; soda,,move,"[5, 8, 12]","Oh, a movie night sounds like fun! We’ve got great snacks in the **Snacks & Chips** aisle (Aisle 12) and a selection of ",True,1,False,0,True,1,[12],1.816
31,semantic,associative,What's good for a movie night at home?,popcorn; chips; soda,what; good; movie; night; home,none,[],I couldn’t find any matching products for your movie night request—could you be more specific about what you’re looking ,True,1,False,0,False,0,[],3.654
31,llm_only,associative,What's good for a movie night at home?,popcorn; chips; soda,,move,"[5, 4, 7]","Oh, movie night sounds like fun! For snacks, I’d recommend grabbing some **Popcorn** ($2.00) or **Chocolate Cookies** ($",True,1,True,1,False,0,[],4.057
32,presearch,associative,Recommend easy breakfast basics.,milk_1l; bread_white; eggs_large,eggs; milk; bread; butter; cereal; yogurt; bananas; oatmeal,move,"[1, 2]","For an easy breakfast, I’d recommend grabbing Large Eggs (Aisle 1), Milk (1L or 2L, both in Aisle 1), and White Bread or",True,1,True,1,False,0,[],13.648
32,semantic,associative,Recommend easy breakfast basics.,milk_1l; bread_white; eggs_large,eggs; milk; bread; butter; cereal; bananas; yogurt; oatmeal; coffee; tea,move,"[1, 3]","For easy breakfast basics, I’d recommend grabbing **Plain Yogurt (Aisle 1)**, **Unsalted Butter (Aisle 1)**, and **Banan",True,1,True,1,False,0,[],3.756
32,llm_only,associative,Recommend easy breakfast basics.,milk_1l; bread_white; eggs_large,,move,"[1, 2, 3]","Great choice! For easy breakfast basics, I’d recommend grabbing some **milk (1L or 2L)**, **plain yogurt**, **whole whea",True,1,True,1,False,0,[],1.113
33,presearch,associative,I'm trying to eat more vegetables this week.,broccoli; carrot; spinach,,move,"[3, 7]",That’s a great goal! We have a fantastic selection of fresh vegetables in Aisle 3 and Aisle 7—let me know if you’d like ,True,1,True,1,False,0,[],1.609
33,semantic,associative,I'm trying to eat more vegetables this week.,broccoli; carrot; spinach,trying; eat; more; vegetables; this; week,move,[3],"Great choice! We have fresh vegetables like **Yellow Onion (Aisle 3)**, **Baby Spinach (Aisle 3)**, **Tomato (Aisle 3)**",True,1,True,1,False,0,[],2.862
33,llm_only,associative,I'm trying to eat more vegetables this week.,broccoli; carrot; spinach,,move,[3],"Great choice! We have a fantastic selection of fresh vegetables in Aisle 3—carrots, broccoli, lettuce, tomatoes, spinach",True,1,True,1,False,0,[],0.963
34,presearch,associative,Suggest lunchbox items for kids.,apple; granola; juice_apple,bread; cheese; crackers; peanut butter; jelly; fruit; granola bars; yogurt; milk; vegetables; hummus; trail mix,move,"[1, 2, 5]","Here are some great lunchbox ideas for kids using what we carry: **White Bread (Aisle 2)**, **Cheddar Cheese (Aisle 1)**",True,1,True,1,False,0,[],1.999
34,semantic,associative,Suggest lunchbox items for kids.,apple; granola; juice_apple,bread; cheese; crackers; peanut butter; jelly; fruit; yogurt; granola bars; trail mix; apples; bananas; carrots; cucumber; hummus; water bottles,move,"[5, 3]","For a fun and healthy lunchbox, I’d recommend **Trail Mix (Aisle 5)**, **Bananas (Aisle 3)**, and **Carrots (Aisle 3)**—",True,1,True,1,False,0,[],4.563
