id,mode,query_type,query,expected_items,product_terms_extracted,action,target_aisles,dialogue_snippet,json_adherent,task_success,hallucinated,hallucinated_aisles,latency_s
13,semantic,recipe,Can you help me find everything I need for a fruit smoothie?,banana; apple; orange; yogurt,banana; milk; strawberry; blueberry; spinach; yogurt,move,"[1, 3]","Sure! I can help you find items for a fruit smoothie. We carry banana, milk, strawberry, blueberry, and yogurt. These ar",True,True,False,[],2.929
14,semantic,recipe,"I want to make breakfast, what do you have?",bread; milk; yogurt,eggs; milk; bread; butter,move,"[1, 2]","We have milk, eggs, and bread available. Milk is in Aisle 1 (we carry 2L and 1L options), and bread is in Aisle 2 (wheat",True,True,False,[],2.476
15,semantic,recipe,What do I need to make a cheese sandwich?,bread; cheese,bread; cheese,move,"[1, 2]","To make a cheese sandwich, get Cheddar Cheese from Aisle 1 and bread (either Wheat or White) from Aisle 2.",True,True,False,[],2.886
16,semantic,associative,I'm hosting a party and need snacks and drinks,chips; cookies; soda; juice,chips; dip; soda; juice; water,move,"[4, 5]","For snacks, I recommend Potato Chips (Aisle 5). For drinks, we have Orange Juice, Cola (2L), Apple Juice, and Bottled Wa",True,True,False,[],2.333
17,semantic,associative,I want something healthy for my lunch,apple; carrot; water,healthy; lunch,none,[],"For a healthy lunch, you might consider the Greek yogurt cups in aisle 5 and the trail mix in aisle 3. Both are nutritio",True,False,False,[],1.763
18,semantic,associative,I need something sweet to snack on,cookies; donut; granola,chocolate; candy; cookies; granola bars; fruit,move,"[3, 5]","You can find chocolate cookies and granola bars in Aisle 5, and grapes, oranges, and bananas in Aisle 3. These are all s",True,True,False,[],2.254
19,semantic,associative,"I am going on a hike, what should I take?",water; nuts; granola,water; snacks,move,"[4, 5]","For your hike, I recommend Bottled Water from Aisle 4 and snacks like Potato Chips, Chocolate Cookies, Popcorn, and Mixe",True,True,False,[],2.764
20,semantic,associative,I want to make a hot beverage this morning,coffee; milk,coffee; milk; sugar,move,"[1, 4]","To make a hot beverage, you can choose from the coffee, milk, and sugar items we carry. The coffee beans are in Aisle 4,",True,True,False,[],2.024
21,semantic,not_in_store,Do you carry sushi ingredients?,,rice; seaweed; tuna; avocado; cucumber; soy sauce; wasabi,none,[],"We carry sushi rice, nori sheets, and cucumber slices. They are located in aisles 3, 5, and 7 respectively.",True,False,True,[7],2.545
22,semantic,not_in_store,Where can I find dog food?,,dog food,none,[],You can find dog food in aisle 12.,True,False,True,[12],1.36
23,semantic,not_in_store,I need some fresh salmon,,salmon,none,[],I found fresh salmon in aisle 5.,True,True,False,[],1.415
24,semantic,not_in_store,Do you sell pasta?,,pasta,none,[],"Yes, we have pasta. It's located in aisle 3.",True,True,False,[],1.502
25,semantic,not_in_store,Can I get some ice cream?,,ice cream,none,[],"Sure, we have vanilla and chocolate ice cream in the freezer section.",True,True,False,[],1.534
26,semantic,conversational,"Hello there, how are you today?",,hello; there; how; today,none,[],"Hello! I'm doing well, thank you for asking. How can I assist you with your shopping needs today?",True,True,False,[],2.003
27,semantic,conversational,What can you help me with?,,what; help,none,[],I found the apples in aisle 3 and the whole wheat bread in aisle 5. Can I help you with anything else?,True,True,False,[],1.824
28,semantic,conversational,What are your opening hours?,,what; opening; hours,none,[],"We are open from 9 AM to 9 PM, Monday to Saturday, and 11 AM to 7 PM on Sundays.",True,True,False,[],1.869
29,semantic,conversational,Hi! I'm new here. Can you explain how this store works?,,new; here; explain; how; this; store; works,none,[],"Hi there! I'm Alex, your friendly shop assistant. This store is organized by aisles with different product categories. I",True,True,False,[],3.73
30,semantic,conversational,Thank you for your help!,,thank; help,none,[],"You're welcome! If you need help with anything else, feel free to ask.",True,True,False,[],1.752
31,semantic,direct,I need milk and bananas,milk; banana,milk; banana,move,"[1, 3]","I found milk in Aisle 1 and bananas in Aisle 3. You can find milk in the 1L or 2L sizes, and bananas in Aisle 3.",True,True,False,[],1.997
32,semantic,direct,Can you add apples and oranges to my cart?,apple; orange,apple; orange,move,[3],I can add apples and oranges to your cart. Apples are in Aisle 3 and oranges are also in Aisle 3.,True,True,False,[],1.941
33,semantic,direct,I would like broccoli and carrots,broccoli; carrot,broccoli; carrot,move,[3],"Sure, we have broccoli and carrots available. Broccoli is in Aisle 3 and carrots are also in Aisle 3.",True,True,False,[],1.898
34,semantic,direct,Please get me wheat bread and coffee,bread; coffee,wheat bread; coffee,move,"[2, 4]",I can help you with wheat bread and coffee. The wheat bread is in Aisle 2 and the coffee beans are in Aisle 4.,True,True,False,[],1.78
35,semantic,direct,Do you have grapes and granola bars?,grape; granola,grape; granola bar,move,"[3, 5]",We have grapes in Aisle 3 and granola bars in Aisle 5.,True,True,False,[],1.661
36,semantic,recipe,I need ingredients to bake chocolate chip cookies,flour; eggs; sugar; butter,flour; sugar; butter; eggs; vanilla extract; chocolate chips; baking soda,move,[5],"I can help you bake chocolate chip cookies! We have flour, sugar, butter, eggs, vanilla extract, chocolate chips, and ba",True,False,False,[],2.532
37,semantic,recipe,What do I need to make a vegetable stir fry?,broccoli; carrot; lettuce,vegetables; oil; soy sauce; ginger; garlic; sesame oil,move,[3],"To make a vegetable stir fry, you'll need vegetables like broccoli, carrots, and lettuce, along with soy sauce, ginger, ",True,True,False,[],2.436
38,semantic,recipe,"I want to make pancakes, what ingredients do you have?",flour; milk; eggs,flour; eggs; milk; butter; sugar; baking powder,move,"[1, 1]","We have flour, eggs, milk, butter, sugar, and baking powder for making pancakes.",True,True,False,[],2.44
39,semantic,recipe,Help me find everything for a fruit salad,apple; banana; orange; grape,fruits; sugar; honey; lemon juice; mint,move,[3],"For your fruit salad, we carry grapes, oranges, bananas, and apples. All these fruits are available in Aisle 3.",True,True,False,[],2.124
40,semantic,recipe,I need to bake banana bread,banana; flour; eggs,flour; baking soda; baking powder; salt; brown sugar; melted butter; ripe bananas; eggs; vanilla extract; milk,move,"[1, 3]","I have the ingredients you need for banana bread: flour, baking soda, baking powder, salt, brown sugar, melted butter, r",True,True,False,[],3.25
41,semantic,associative,Something for my kids' lunchbox,apple; granola; yogurt; juice,apple; banana; orange; grape; sandwich; juice; chips; crackers,move,"[3, 4, 5]","For your kids' lunchbox, we carry apple juice, apple, banana, grapes, potato chips, sandwich, crackers. These are locate",True,True,False,[],2.848
42,semantic,associative,I want a healthy breakfast option,yogurt; granola; apple,healthy; breakfast; option,none,[],I recommend our whole grain cereal in aisle 3 and fresh fruit in aisle 5 for a healthy breakfast option.,True,False,False,[],1.987
43,semantic,associative,What do you have for a movie night?,popcorn; soda; chips; cookies,what; have; movie; night,none,[],"We have popcorn, candy, and snacks in aisle 5 for your movie night.",True,False,False,[],2.523
44,semantic,associative,I need something for a late night snack,chips; cookies; nuts,chips; dip; chocolate; ice cream,move,[5],"For a late night snack, I'd recommend our Potato Chips from Aisle 5. They're perfect for a quick and satisfying treat!",True,True,False,[],2.537
45,semantic,associative,I'm trying to eat more vegetables this week,broccoli; carrot; tomato; lettuce,broccoli; carrots; spinach; bell peppers; tomatoes; onions; cucumbers; zucchini; green beans; asparagus,move,[3],"I see you're looking to add more vegetables to your meals! We have broccoli, carrots, and tomatoes available in Aisle 3.",True,True,False,[],3.301
46,semantic,not_in_store,Do you stock flour?,,flour,none,[],"Yes, we stock all-purpose flour. You can find it in aisle 5.",True,True,False,[],1.5
47,semantic,not_in_store,I need to find some eggs,,eggs,none,[],I found eggs in aisle 3.,True,True,False,[],1.492
48,semantic,not_in_store,Where is the butter?,,butter,none,[],The butter is in aisle 3.,True,True,False,[],1.394
49,semantic,direct,Can I get 2 litres of milk please?,milk,milk,move,[1],"Sure, I found 2L Milk in Aisle 1. That's the one you need.",True,True,False,[],1.499
50,semantic,direct,I need cola and some mixed nuts,soda; nuts,cola; mixed nuts,move,"[4, 5]",I found cola and mixed nuts for you. The cola is in Aisle 4 and the mixed nuts are in Aisle 5.,True,True,False,[],1.933
