id,mode,query_type,query,expected_items,product_terms_extracted,action,target_aisles,dialogue_snippet,json_adherent,task_success,hallucinated,hallucinated_aisles,latency_s
13,semantic,recipe,Can you help me find everything I need for a fruit smoothie?,banana; apple; orange; yogurt,banana; strawberry; blueberry; mango; pineapple; yogurt; milk; honey; spinach; kale; almond milk; lemon juice; ice,move,"[3, 1]","Sure! For your fruit smoothie, you’ll need bananas (Aisle 3), strawberries, blueberries, mangoes, and pineapple—all in *",True,True,False,[],3.784
14,semantic,recipe,"I want to make breakfast, what do you have?",bread; milk; yogurt,eggs; milk; bread; butter; jam; cereal; oatmeal; banana; yogurt,move,"[1, 2, 3]","For breakfast, you could grab some **plain yogurt (Aisle 1)**, **wheat bread (Aisle 2)**, **bananas (Aisle 3)**, or **eg",True,True,False,[],3.068
15,semantic,recipe,What do I need to make a cheese sandwich?,bread; cheese,bread; cheese; butter; mayonnaise; lettuce; tomato; ham,move,"[1, 2]","For a cheese sandwich, you’ll need **Cheddar Cheese (Aisle 1)** and **Wheat Bread (Aisle 2)**—both are available here!",True,True,False,[],2.673
16,semantic,associative,I'm hosting a party and need snacks and drinks,chips; cookies; soda; juice,chips; nuts; popcorn; pretzels; vegetables; cheese; meat; water; soda; beer; wine; juice; coffee; tea,move,"[1, 3, 4, 5]","For your party, we have **Cheddar Cheese (Aisle 1)**, **Potato Chips (Aisle 5)**, **Orange Juice (Aisle 4)**, **Tomatoes",True,True,False,[],4.081
17,semantic,associative,I want something healthy for my lunch,apple; carrot; water,healthy; lunch,none,[],"For a healthy lunch, I’d recommend our **Organic Quinoa** (Aisle 5) and **Greek Yogurt (Plain, 500g)** (Aisle 7) for a b",True,False,True,"[7, 500]",1.947
18,semantic,associative,I need something sweet to snack on,cookies; donut; granola,sweet; snack,move,[5],"You’ll love our sweet snacks! Try the **Chocolate Cookies**, **Potato Chips**, **Mixed Nuts**, **Popcorn**, or **Granola",True,True,False,[],1.881
19,semantic,associative,"I am going on a hike, what should I take?",water; nuts; granola,going; hike; what; should; take,none,[],"For your hike, I’d recommend our **Trail Mix (Aisle 12)** for energy, **Electrolyte Tablets (Aisle 18)** to stay hydrate",True,False,True,"[12, 18, 20]",2.433
20,semantic,associative,I want to make a hot beverage this morning,coffee; milk,coffee; tea; sugar; milk; water; lemon; honey; cream; cinnamon; chocolate; powdered milk,move,"[1, 4]","You can make a hot beverage with our **coffee beans (Aisle 4)** or **tea**—just grab either from Aisle 1 for milk, water",True,True,False,[],3.001
21,semantic,not_in_store,Do you carry sushi ingredients?,,rice; nori; fish; avocado; cucumber; carrot; soy sauce; sesame seeds; ginger; green onion,move,[3],"Yes! We have some great sushi ingredients here—try our fresh **carrot (Aisle 3)** for rolls or garnishes. Unfortunately,",True,False,False,[],3.18
22,semantic,not_in_store,Where can I find dog food?,,dog; food,none,[],You’ll find our dog food in **Aisle 12** (Royal Canin) and **Aisle 25** (Pedigree).,True,False,True,"[12, 25]",1.782
23,semantic,not_in_store,I need some fresh salmon,,salmon,none,[],We have fresh salmon available! You can find it in **Aisle 12** (Wild-Caught Atlantic Salmon) and **Aisle 15** (Center C,True,False,True,"[12, 15]",1.689
24,semantic,not_in_store,Do you sell pasta?,,pasta; tomato sauce; garlic; onion; olive oil; ground beef; cheese; carrots; celery; spinach; pasta water,move,[3],Yes! We carry **pasta**—you can find it in **Aisle 3** (same as carrots).,True,False,False,[],3.099
25,semantic,not_in_store,Can I get some ice cream?,,ice cream,none,[],Sure! We have **Ben & Jerry’s Cherry Garcia** in Aisle 12 and **Häagen-Dazs Vanilla** in Aisle 14—both are delicious cho,True,False,True,"[12, 14]",1.826
26,semantic,conversational,"Hello there, how are you today?",,hello; there; how; today,none,[],"Hello! I'm doing great, thank you for asking. How about you? I can help you find some items today—like our fresh **organ",True,False,True,"[7, 12]",2.289
27,semantic,conversational,What can you help me with?,,what; help,none,[],"I can help you find **Organic Bananas** (Aisle 5), **Whole Wheat Bread** (Aisle 7), **Almond Butter** (Aisle 12), or **G",True,False,True,"[7, 12, 15, 32]",2.095
28,semantic,conversational,What are your opening hours?,,what; opening; hours,none,[],Our store is open from **7:00 AM to 11:00 PM** every day of the week!,True,True,False,[],1.951
29,semantic,conversational,Hi! I'm new here. Can you explain how this store works?,,new; here; explain; how; this; store; works,none,[],"Welcome! Our store has a simple layout—you can find **Organic Bananas** in aisle 3, **Whole Wheat Bread** in aisle 5, **",True,False,True,"[7, 9, 11, 13]",3.0
30,semantic,conversational,Thank you for your help!,,thank; help,none,[],"You're very welcome! If you need anything else, just let me know—I’m happy to help.",True,True,False,[],1.739
31,semantic,direct,I need milk and bananas,milk; banana,milk; banana,move,"[1, 3]",You can find **Milk (2L or 1L)** in **Aisle 1** and **Bananas** in **Aisle 3**.,True,True,False,[],1.797
32,semantic,direct,Can you add apples and oranges to my cart?,apple; orange,apple; orange,move,"[3, 4]",Sure! I can add **apples** (Aisle 3) and **oranges** (Aisle 3) to your cart—both are fresh in Aisle 3. I also have **app,True,True,False,[],1.943
33,semantic,direct,I would like broccoli and carrots,broccoli; carrot,broccoli; carrot,move,[3],You can find broccoli and carrots in **Aisle 3**—both are available right now!,True,True,False,[],1.823
34,semantic,direct,Please get me wheat bread and coffee,bread; coffee,wheat bread; coffee,move,"[2, 4]",I’ve found both wheat bread (Aisle 2) and coffee beans (Aisle 4) for you—just grab those!,True,True,False,[],1.919
35,semantic,direct,Do you have grapes and granola bars?,grape; granola,grape; granola bar,move,"[3, 5]",Yes! We have **grapes (1lb)** in **Aisle 3** and **granola bars** in **Aisle 5**.,True,True,False,[],1.929
36,semantic,recipe,I need ingredients to bake chocolate chip cookies,flour; eggs; sugar; butter,flour; sugar; chocolate chips; baking powder; milk; butter; vanilla extract,move,"[1, 5]","For chocolate chip cookies, you’ll need flour, sugar, chocolate chips, baking powder, and vanilla extract—all in **Aisle",True,False,False,[],3.31
37,semantic,recipe,What do I need to make a vegetable stir fry?,broccoli; carrot; lettuce,bell pepper; carrot; broccoli; cabbage; onion; garlic; ginger; soy sauce; oil; tofu; chicken breast; shrimp; firm tofu; green beans; mushrooms; sesame oil; rice; corn; peas,move,[3],"For a vegetable stir fry, you’ll need **broccoli (Aisle 3)** and **carrots (Aisle 3)**—both are in Aisle 3. We also have",True,True,False,[],4.475
38,semantic,recipe,"I want to make pancakes, what ingredients do you have?",flour; milk; eggs,flour; eggs; milk; baking powder; butter; vanilla extract; salt,move,[1],"For pancakes, we have **flour**, **eggs**, **milk (2L or 1L)**, **baking powder**, **butter**, **vanilla extract**, and ",True,True,False,[],2.718
39,semantic,recipe,Help me find everything for a fruit salad,apple; banana; orange; grape,banana; apple; orange; strawberry; kiwi; grapes; pineapple; watermelon; lemon; honey,move,[3],"You’ll find all the fresh ingredients for your fruit salad in **Aisle 3**—bananas, apples, grapes, oranges, strawberries",True,True,False,[],3.349
40,semantic,recipe,I need to bake banana bread,banana; flour; eggs,bananas; flour; sugar; butter; eggs; baking powder; vanilla extract; salt,move,"[3, 2]","Great! For banana bread, you’ll need **bananas (Aisle 3)** and **wheat bread (Aisle 2)**—though we don’t carry all typic",True,True,False,[],2.779
41,semantic,associative,Something for my kids' lunchbox,apple; granola; yogurt; juice,kids; lunchbox,none,[],I’d be happy to help! You might like our **Cheese & Crackers Snack Pack** (Aisle 12) or **Granola Bars** (Aisle 15) for ,True,False,True,"[12, 15]",1.922
42,semantic,associative,I want a healthy breakfast option,yogurt; granola; apple,healthy; breakfast; option,none,[],"For a healthy breakfast, I’d recommend our **Oatmeal Packets (Aisle 3)** or **Greek Yogurt (Aisle 7)**—both are great fo",True,False,True,[7],2.159
43,semantic,associative,What do you have for a movie night?,popcorn; soda; chips; cookies,what; have; movie; night,none,[],"For your movie night, we have **Popcorn (Aisle 12)**, **Chocolate Bars (Aisle 8)**, and **Movie-Themed Snack Packs (Aisl",True,False,True,"[12, 8, 15]",2.183
44,semantic,associative,I need something for a late night snack,chips; cookies; nuts,late; night; snack,move,[5],"For your late-night snack, we have **Potato Chips** (Aisle 5) and **Chocolate Cookies** (Aisle 5) available!",True,True,False,[],2.078
45,semantic,associative,I'm trying to eat more vegetables this week,broccoli; carrot; tomato; lettuce,trying; eat; more; vegetables; this; week,move,[3],"Great choice! We have **Tomato, Broccoli, Carrot**, and **Lettuce**—all in **Aisle 3**—to help you eat more veggies this",True,True,False,[],2.27
46,semantic,not_in_store,Do you stock flour?,,flour,none,[],"Yes, we do stock flour! You can find our **All-Purpose Flour** in aisle **3** and our **Whole Wheat Flour** in aisle **5",True,True,False,[],1.863
47,semantic,not_in_store,I need to find some eggs,,eggs,none,[],You’ll find our **Organic Free-Range Eggs (12-pack)** in aisle 7 and **Large Brown Eggs (dozen)** in aisle 12—both are f,True,False,True,"[7, 12]",1.946
48,semantic,not_in_store,Where is the butter?,,butter,none,[],The butter is in **Aisle 12**—look for our **Land O’Lakes Salted Butter** there!,True,False,True,[12],1.627
49,semantic,direct,Can I get 2 litres of milk please?,milk,milk,move,[1],Sure! We have 2-litre milk available in **Aisle 1**. I’ll grab that for you right away.,True,True,False,[],1.713
50,semantic,direct,I need cola and some mixed nuts,soda; nuts,cola; mixed nuts,move,"[4, 5]",You’ll find **Cola (2L)** in **Aisle 4** and **Mixed Nuts** in **Aisle 5**. I’ll grab those for you!,True,True,False,[],1.888
