id,mode,query_type,query,expected_items,product_terms_extracted,action,target_aisles,dialogue_snippet,json_adherent,json_adherent_int,task_success,task_success_int,hallucinated,hallucinated_int,hallucinated_aisles,extraction_source,llm_extraction_empty,retrieval_no_results,used_inventory_context_fallback,semantic_top_k,semantic_min_score,raw_target_aisles,grounded_target_aisles,grounding_drop_count,hallucination_source,latency_s
13,llm_only,recipe,Help me build ingredients for a chicken salad.,chicken_breast; lettuce; tomato; olive_oil,,move,"[8, 3]","For a chicken salad, you'll need chicken breast, lettuce, tomatoes, and some dressing. I can help you find these items i",True,1,True,1,False,0,[],none,False,True,True,,,"[8, 3]","[8, 3]",0,,1.32
14,presearch,recipe,I need supplies for breakfast pancakes.,flour_all_purpose; milk_1l; eggs_large; butter_unsalted,flour; eggs; milk; butter,move,[1],"We have flour, eggs, and milk in Aisle 1 for your breakfast pancakes.",True,1,True,1,False,0,[],llm_extract,False,False,False,,,[1],[1],0,,1.532
14,semantic,recipe,I need supplies for breakfast pancakes.,flour_all_purpose; milk_1l; eggs_large; butter_unsalted,flour; eggs; milk; butter,move,"[1, 6]","For breakfast pancakes, we have Unsalted Butter, Milk (2L), Milk (1L), and Large Eggs (12ct) in Aisle 1, and All-Purpose",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[1, 6]","[1, 6]",0,,2.912
14,llm_only,recipe,I need supplies for breakfast pancakes.,flour_all_purpose; milk_1l; eggs_large; butter_unsalted,,none,[],"Sure! For breakfast pancakes, you'll need ingredients like flour, milk, eggs, butter, and any toppings you prefer. I can",True,1,False,0,False,0,[],none,False,True,True,,,[],[],0,,1.05
15,presearch,recipe,What should I buy for a veggie stir-fry?,broccoli; carrot; bell_pepper; onion_yellow,vegetables; soy sauce; sesame oil; garlic; ginger; rice noodles,none,[],"I'm sorry, but we do not carry any of the items needed for a veggie stir-fry.",True,1,False,0,False,0,[],llm_extract,False,True,False,,,[],[],0,,1.546
15,semantic,recipe,What should I buy for a veggie stir-fry?,broccoli; carrot; bell_pepper; onion_yellow,vegetables; soy sauce; oil; noodles; peanut butter,move,[3],"For your veggie stir-fry, you can buy Yellow Onion, Baby Spinach, Russet Potato (5lb), Tomato, and Broccoli. All these i",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[3],[3],0,,4.239
15,llm_only,recipe,What should I buy for a veggie stir-fry?,broccoli; carrot; bell_pepper; onion_yellow,,none,[],"For a veggie stir-fry, you'll want fresh vegetables, a protein source, and some pantry staples. I can help you find thes",True,1,False,0,False,0,[],none,False,True,True,,,[],[],0,,1.131
16,presearch,recipe,I want to make smoothies this week.,banana; strawberry; blueberry; yogurt,banana; strawberry; mango; blueberry; pineapple; orange juice; yogurt; honey,move,"[1, 3]","I can help you make smoothies! We have blueberries (6oz) in Aisle 3, strawberries (1lb) in Aisle 3, and plain yogurt in ",True,1,True,1,False,0,[],llm_extract,False,True,False,,,"[1, 3]","[1, 3]",0,,1.836
16,semantic,recipe,I want to make smoothies this week.,banana; strawberry; blueberry; yogurt,banana; milk; strawberry; blueberry; yogurt,none,[],"THOSE ARE THE PRODUCTS WE CARRY:
- Plain Yogurt (Aisle 1)
- Milk (2L) (Aisle 1)
- Banana (Aisle 3)
- Blueberries (6oz) (",True,1,False,0,False,0,[],llm_extract,False,False,False,5,0.15,[],[],0,,3.326
16,llm_only,recipe,I want to make smoothies this week.,banana; strawberry; blueberry; yogurt,,move,"[3, 1]","For smoothies, you'll need fruits like bananas, strawberries, and blueberries, plus yogurt and milk. I can help you find",True,1,True,1,False,0,[],none,False,True,True,,,"[3, 1]","[3, 1]",0,,1.067
17,presearch,recipe,What ingredients do I need for grilled salmon with lemon?,salmon_fillet; lemon; olive_oil,salmon; lemon; olive oil; garlic; salt; pepper; lemon juice; fresh dill,move,"[8, 3, 6, 1]","You'll need salmon fillet (Aisle 8), lemon (Aisle 3), olive oil (Aisle 6), salt (Aisle 6 or 1), and pepper (Aisle 3). I ",True,1,True,1,False,0,[],llm_extract,False,True,False,,,"[8, 3, 6, 1]","[8, 3, 6, 1]",0,,2.06
17,semantic,recipe,What ingredients do I need for grilled salmon with lemon?,salmon_fillet; lemon; olive_oil,salmon; lemon,move,"[8, 3]",You'll need Salmon Fillet (1lb) from Aisle 8 and Lemon from Aisle 3.,True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[8, 3]","[8, 3]",0,,3.502
17,llm_only,recipe,What ingredients do I need for grilled salmon with lemon?,salmon_fillet; lemon; olive_oil,,move,"[8, 3]","For grilled salmon with lemon, you'll need salmon fillets and lemons. The salmon fillets are in Aisle 8 and the lemons a",True,1,True,1,False,0,[],none,False,True,True,,,"[8, 3]","[8, 3]",0,,1.039
18,presearch,recipe,Help me prepare taco night.,ground_beef; tortilla_wraps; tomato; lettuce,tortilla; ground beef; taco seasoning; lettuce; tomato; cheese,move,"[1, 2, 3, 6, 8]","I can help you prepare taco night! We have tortillas, ground beef, lettuce, tomatoes, and cheddar cheese in stock. Let m",True,1,True,1,False,0,[],llm_extract,False,True,False,,,"[1, 2, 3, 6, 8]","[1, 2, 3, 6, 8]",0,,1.876
18,semantic,recipe,Help me prepare taco night.,ground_beef; tortilla_wraps; tomato; lettuce,tortillas; ground beef; beans; lettuce; tomatoes; cheese; salsa,move,"[8, 3, 1]","I found Ground Beef (Aisle 8), Lettuce (Aisle 3), Tomato (Aisle 3), and Cheddar Cheese (Aisle 1) for your taco night.",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[8, 3, 1]","[8, 3, 1]",0,,5.056
18,llm_only,recipe,Help me prepare taco night.,ground_beef; tortilla_wraps; tomato; lettuce,,move,"[2, 6, 1]","Sure! For taco night, you'll need tortillas, ground beef, salsa, cheese, and maybe some toppings like lettuce and sour c",True,1,True,1,False,0,[],none,False,True,True,,,"[2, 6, 1]","[2, 6, 1]",0,,1.146
19,presearch,recipe,I want to cook fried rice.,rice_white; eggs_large; onion_yellow,rice; eggs; soy sauce; vegetable oil; onion; carrot; green onion; garlic,move,"[1, 3, 6]","I can help you make fried rice! We have White Rice in Aisle 6, Large Eggs in Aisle 1, and Yellow Onion and Carrot in Ais",True,1,True,1,False,0,[],llm_extract,False,True,False,,,"[1, 3, 6]","[1, 3, 6]",0,,3.045
19,semantic,recipe,I want to cook fried rice.,rice_white; eggs_large; onion_yellow,rice; egg; soy sauce; vegetable oil; onion; carrot; pepper,move,"[3, 6]","To make fried rice, you'll need White Rice (2kg) from Aisle 6 and Tomato Sauce from the same aisle. For vegetables, you ",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[3, 6]","[3, 6]",0,,4.312
19,llm_only,recipe,I want to cook fried rice.,rice_white; eggs_large; onion_yellow,,move,"[6, 3]","To make fried rice, you'll need rice, oil, and some vegetables. I can help you find these items. Rice is in the pantry a",True,1,True,1,False,0,[],none,False,True,True,,,"[6, 3]","[6, 3]",0,,1.131
20,presearch,recipe,What do I need for homemade tomato soup?,tomato_sauce; onion_yellow; sour_cream,tomato; onion; carrot; celery; garlic; butter; flour; heavy cream; sugar; salt; pepper,move,"[1, 3, 6]","You'll need tomatoes, tomato sauce, onions, carrots, butter, flour, salt, and pepper for homemade tomato soup. We carry ",True,1,True,1,False,0,[],llm_extract,False,True,False,,,"[1, 3, 6]","[1, 3, 6]",0,,2.291
20,semantic,recipe,What do I need for homemade tomato soup?,tomato_sauce; onion_yellow; sour_cream,tomato; onion; celery; carrot; garlic; butter; flour; tomato paste; bay leaf; salt; pepper; water,move,"[3, 6]","For homemade tomato soup, you'll need Tomato (Aisle 3), Tomato Sauce (Aisle 6), Carrot (Aisle 3), Yellow Onion (Aisle 3)",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[3, 6]","[3, 6]",0,,4.721
20,llm_only,recipe,What do I need for homemade tomato soup?,tomato_sauce; onion_yellow; sour_cream,,none,[],"For homemade tomato soup, you'll need tomatoes, tomato sauce, and some spices. Tomatoes are in Aisle 3, tomato sauce is ",True,1,False,0,False,0,[],none,False,True,True,,,[],[],0,,1.207
21,presearch,recipe,I need ingredients for chicken nuggets and fries dinner.,frozen_nuggets; frozen_fries,chicken; flour; egg; potato; oil,move,"[7, 3]",I can help you with Chicken Nuggets from Aisle 7 and Russet Potato from Aisle 3 for making fries.,True,1,True,1,False,0,[],llm_extract,False,False,False,,,"[7, 3]","[7, 3]",0,,1.643
21,semantic,recipe,I need ingredients for chicken nuggets and fries dinner.,frozen_nuggets; frozen_fries,chicken; potatoes; vegetable oil; flour; egg; salt; pepper,move,"[8, 3, 6]","We have Chicken Breast (1lb) in Aisle 8, Russet Potatoes (5lb) in Aisle 3, and All-Purpose Flour in Aisle 6 for your chi",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[8, 3, 6]","[8, 3, 6]",0,,4.372
21,llm_only,recipe,I need ingredients for chicken nuggets and fries dinner.,frozen_nuggets; frozen_fries,,move,[7],"For chicken nuggets, you'll find them in the frozen section, aisle 7. For fries, you can get frozen fries in the same ai",True,1,True,1,False,0,[],none,False,True,True,,,[7],[7],0,,1.09
22,presearch,recipe,Can you suggest items for an avocado toast breakfast?,avocado; bread_wheat; lemon,avocado; bread; egg,move,"[1, 2, 3]","For your avocado toast breakfast, I recommend the White Bread from Aisle 2 and Large Eggs from Aisle 1. We also have Avo",True,1,True,1,False,0,[],llm_extract,False,False,False,,,"[1, 2, 3]","[1, 2, 3]",0,,1.732
22,semantic,recipe,Can you suggest items for an avocado toast breakfast?,avocado; bread_wheat; lemon,avocado; bread,move,"[3, 2]","Sure! For avocado toast, you'll need avocado and bread. We have avocados in Aisle 3 and wheat/white bread in Aisle 2. He",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[3, 2]","[3, 2]",0,,2.998
22,llm_only,recipe,Can you suggest items for an avocado toast breakfast?,avocado; bread_wheat; lemon,,move,"[2, 3, 6]","For an avocado toast breakfast, I'd recommend getting some whole grain bread, ripe avocados, and a few pantry staples li",True,1,True,1,False,0,[],none,False,True,True,,,"[2, 3, 6]","[2, 3, 6]",0,,1.136
23,presearch,recipe,What do I need for a yogurt parfait?,yogurt; granola; blueberry; strawberry,yogurt; granola; fresh fruit,move,"[1, 5]","For a yogurt parfait, you'll need Plain Yogurt from Aisle 1 and Granola Bar from Aisle 5.",True,1,True,1,False,0,[],llm_extract,False,True,False,,,"[1, 5]","[1, 5]",0,,1.521
23,semantic,recipe,What do I need for a yogurt parfait?,yogurt; granola; blueberry; strawberry,yogurt; granola; berries; honey,move,"[1, 5]",You can find plain yogurt in Aisle 1 and granola bars in Aisle 5 for your parfait.,True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[1, 5]","[1, 5]",0,,3.421
23,llm_only,recipe,What do I need for a yogurt parfait?,yogurt; granola; blueberry; strawberry,,move,"[1, 3, 5]","For a yogurt parfait, you'll need yogurt, granola, and fresh fruits. We have Plain Yogurt in Aisle 1, granola bars in Ai",True,1,True,1,False,0,[],none,False,True,True,,,"[1, 3, 5]","[1, 3, 5]",0,,1.116
24,presearch,recipe,I want to make a simple bean pasta meal.,pasta_spaghetti; black_beans_can; tomato_sauce,beans; pasta,move,"[4, 6]",I can help you make a simple bean pasta meal. We have Coffee Beans in Aisle 4 and Black Beans (Can) in Aisle 6 for the b,True,1,True,1,False,0,[],llm_extract,False,False,False,,,"[4, 6]","[4, 6]",0,,1.626
24,semantic,recipe,I want to make a simple bean pasta meal.,pasta_spaghetti; black_beans_can; tomato_sauce,beans; pasta,move,[6],I found Spaghetti Pasta and Black Beans in Aisle 6. You can use these to make a simple bean pasta meal.,True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[6],[6],0,,1.933
24,llm_only,recipe,I want to make a simple bean pasta meal.,pasta_spaghetti; black_beans_can; tomato_sauce,,move,[6],"To make a simple bean pasta meal, you'll need black beans, spaghetti pasta, and tomato sauce. These are all in the pantr",True,1,True,1,False,0,[],none,False,True,True,,,[6],[6],0,,1.114
25,presearch,recipe,Help me shop for a turkey sandwich lunch.,turkey_slices; bread_white; lettuce; tomato,turkey; bread; lettuce; tomato,move,"[8, 2, 3]","I can help you find items for a turkey sandwich. We have turkey slices in Aisle 8, white bread in Aisle 2, wheat bread i",True,1,True,1,False,0,[],llm_extract,False,False,False,,,"[8, 2, 3]","[8, 2, 3]",0,,1.953
25,semantic,recipe,Help me shop for a turkey sandwich lunch.,turkey_slices; bread_white; lettuce; tomato,turkey; bread; lettuce; tomato,move,"[2, 3, 6, 8]","For a turkey sandwich, I found Turkey Slices in Aisle 8, Tomato and Lettuce in Aisle 3, and Wheat Bread in Aisle 2. We a",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,"[2, 3, 6, 8]","[2, 3, 6, 8]",0,,2.827
25,llm_only,recipe,Help me shop for a turkey sandwich lunch.,turkey_slices; bread_white; lettuce; tomato,,move,"[2, 8]","For a turkey sandwich, you'll need bread, turkey slices, cheese, and condiments like mustard or mayo. I can help you fin",True,1,True,1,False,0,[],none,False,True,True,,,"[2, 8]","[2, 8]",0,,1.127
26,presearch,associative,I want something healthy for lunch.,apple; spinach; yogurt,healthy; lunch,none,[],"I'm sorry, but we don't carry any items matching 'healthy' or 'lunch' in our current inventory.",True,1,False,0,False,0,[],semantic_terms_fallback,True,True,False,,,[],[],0,,1.381
26,semantic,associative,I want something healthy for lunch.,apple; spinach; yogurt,healthy; lunch,none,[],I couldn't find any products matching your request for something healthy for lunch. Could you provide a more specific pr,True,1,False,0,False,0,[],semantic_terms_fallback,True,False,False,5,0.15,[],[],0,,1.988
26,llm_only,associative,I want something healthy for lunch.,apple; spinach; yogurt,,move,[3],"For a healthy lunch, you might want to consider some fresh fruits and vegetables. We have a variety of options in the fr",True,1,True,1,False,0,[],none,False,True,True,,,[3],[3],0,,1.1
27,presearch,associative,What are good high-protein options?,chicken_breast; tofu_firm; eggs_large,what; good; high; protein; options,none,[],We don't carry any high-protein options in this store.,True,1,False,0,False,0,[],semantic_terms_fallback,True,True,False,,,[],[],0,,1.521
27,semantic,associative,What are good high-protein options?,chicken_breast; tofu_firm; eggs_large,what; good; high; protein; options,none,[],We currently do not carry any high-protein options in our inventory.,True,1,False,0,False,0,[],semantic_terms_fallback,True,False,False,5,0.15,[],[],0,,2.29
27,llm_only,associative,What are good high-protein options?,chicken_breast; tofu_firm; eggs_large,,move,[8],"For high-protein options, I'd recommend the Chicken Breast, Ground Beef, Salmon Fillet, and Firm Tofu. These are all gre",True,1,True,1,False,0,[],none,False,True,True,,,[8],[8],0,,1.325
28,presearch,associative,I need quick frozen dinner ideas.,frozen_pizza; frozen_nuggets; frozen_fries,frozen dinner,none,[],"I'm sorry, but we don't carry any frozen dinners in our store.",True,1,False,0,False,0,[],llm_extract,False,True,False,,,[],[],0,,1.521
28,semantic,associative,I need quick frozen dinner ideas.,frozen_pizza; frozen_nuggets; frozen_fries,frozen dinner,move,[7],"For quick frozen dinners, try our options in Aisle 7: Frozen Fries, Chicken Nuggets, Frozen Mixed Berries, Frozen Pizza,",True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[7],[7],0,,2.76
28,llm_only,associative,I need quick frozen dinner ideas.,frozen_pizza; frozen_nuggets; frozen_fries,,move,[7],"I can suggest some frozen dinner options from Aisle 7. There's Frozen Pizza, Chicken Nuggets, and Frozen Waffles availab",True,1,True,1,False,0,[],none,False,True,True,,,[7],[7],0,,0.927
29,presearch,associative,Give me party snack and drink recommendations.,chips; popcorn; soda,snack; drink,move,[4],"I can recommend the Sports Drink ($2.20) from Aisle 4. Unfortunately, we don't carry party snacks.",True,1,True,1,False,0,[],llm_extract,False,True,False,,,[4],[4],0,,1.416
29,semantic,associative,Give me party snack and drink recommendations.,chips; popcorn; soda,drink; party; snack; recommendations,move,[5],I recommend Cola (2L) and Chocolate Cookies for your party. You can find these in Aisle 5.,True,1,True,1,False,0,[],semantic_terms_fallback,True,False,False,5,0.15,[5],[5],0,,4.147
29,llm_only,associative,Give me party snack and drink recommendations.,chips; popcorn; soda,,none,[],"For party snacks, I'd recommend Potato Chips, Chocolate Cookies, and Mixed Nuts. For drinks, you might enjoy Cola, Orang",True,1,False,0,False,0,[],none,False,True,True,,,[],[],0,,1.068
30,presearch,associative,I want low-sugar drink choices.,water; sparkling_water; tea_green,sugar; drink,move,[4],"We carry the Sports Drink in Aisle 4, which is a low-sugar option.",True,1,True,1,False,0,[],deterministic_terms,True,False,False,,,[4],[4],0,,1.464
30,semantic,associative,I want low-sugar drink choices.,water; sparkling_water; tea_green,low-sugar drink,move,[4],You can find low-sugar options like Sparkling Water and Bottled Water in Aisle 4.,True,1,True,1,False,0,[],llm_extract,False,False,False,5,0.15,[4],[4],0,,2.708
30,llm_only,associative,I want low-sugar drink choices.,water; sparkling_water; tea_green,,move,[4],I can help you find low-sugar drink options. Let me check the beverage aisle for you.,True,1,True,1,False,0,[],none,False,True,True,,,[4],[4],0,,0.979
31,presearch,associative,What's good for a movie night at home?,popcorn; chips; soda,what; good; movie; night; home,none,[],"I'm sorry, but we don't carry any of the items you mentioned.",True,1,False,0,False,0,[],semantic_terms_fallback,True,True,False,,,[],[],0,,1.582
31,semantic,associative,What's good for a movie night at home?,popcorn; chips; soda,what; good; movie; night; home,none,[],I couldn't find any specific products matching a movie night setup in our inventory. Could you let me know if you're loo,True,1,False,0,False,0,[],semantic_terms_fallback,True,False,False,5,0.15,[],[],0,,3.28
31,llm_only,associative,What's good for a movie night at home?,popcorn; chips; soda,,move,"[5, 4]","For a movie night at home, I'd recommend some snacks like potato chips, popcorn, and chocolate cookies. You can find the",True,1,True,1,False,0,[],none,False,True,True,,,"[5, 4]","[5, 4]",0,,1.309
